_step,_runtime,Losses/reg_loss,global_step,_timestamp,returned_episode_lengths,General/explore,General/shaped_reward_agent1,Scaled_returns/evaluation_0__smallest_kitchen_scaled,General/env_index,Advantage_Targets/advantages,Evaluation/0__smallest_kitchen,Scaled_returns/evaluation_1__square_arena_scaled,returned_episode_returns,reward,General/env_step,Scaled_returns/evaluation_4__cramped_room_scaled,General/shaped_reward_agent0,Evaluation/3__easy_layout,Evaluation/5__asymm_advantages,Scaled_returns/returned_episode_returns_scaled,Evaluation/1__square_arena,Scaled_returns/evaluation_2__no_cooperation_scaled,returned_episode,Losses/total_loss,General/update_step,Advantage_Targets/targets,General/steps_for_env,Losses/entropy,explore,General/learning_rate,Scaled_returns/evaluation_3__easy_layout_scaled,Losses/value_loss,General/shaped_reward_annealed_agent0,General/shaped_reward_annealed_agent1,Scaled_returns/evaluation_5__asymm_advantages_scaled,Losses/actor_loss,Evaluation/4__cramped_room,Evaluation/2__no_cooperation,task_2_2__no_cooperation
8830,1801.154527648,,18999.0,1746882024.7970595,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,,,,
8845,1801.155064678,0.110380344,18999.0,1746882024.7985783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8853,1801.155283223,,18999.0,1746882024.7994328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
8869,1801.155946233,,19074.0,1746882029.2457225,,,,,,,,,,,7065600.0,,,,,,,,,,,,,,,,,,,,,,,,
8874,1801.15601034,,19074.0,1746882029.246625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
8889,1801.156196855,,19074.0,1746882029.2477725,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
8892,1801.156232921,,19074.0,1746882029.2481902,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8946,1801.156855919,,19224.0,1746882038.1434104,,,,,,,,,,,,,,,,,,,,,,,7372800.0,,,,,,,,,,,,
8973,1801.157174921,,19299.0,1746882042.5889976,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8982,1801.157275941,,19299.0,1746882042.5898576,,,,,,,,,,,,,,,,,,,,,3675.0,,,,,,,,,,,,,,
8984,1801.157298399,,19299.0,1746882042.5901186,,,,,,,,,,,,,,,,,,,,,,,,0.5617063,,,,,,,,,,,
8990,1801.157368361,,19299.0,1746882042.5909066,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
8996,1801.157436412,,19299.0,1746882042.5911736,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9007,1801.157557822,,19374.0,1746882047.0355482,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
9033,1801.15785609,,19374.0,1746882047.0380497,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9076,1801.158351121,,19524.0,1746882055.9295228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
9088,1801.158748783,,19524.0,1746882055.9785817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.000772105,,,
9091,1801.158804077,,19524.0,1746882055.9786735,,,,,,,,,,,,,,,,,,,,0.55362225,,,,,,,,,,,,,,,
9110,1921.18236434,,19605.0,1746882178.5735672,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,,,,,
9149,1921.182834016,,19680.0,1746882183.2196736,,,,,,,,,,,307200.0,,,,,,,,,,,,,,,,,,,,,,,,
9175,1921.183139379,,19755.0,1746882187.8684444,,,,,,-0.057248674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9176,1921.183150721,,19755.0,1746882187.8685126,,,,,,,,,,,,,,,,,,,,,,0.20199142,,,,,,,,,,,,,
9179,1921.18318507,,19755.0,1746882187.868603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
9183,1921.183230714,,19755.0,1746882187.8687294,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9202,1921.183443802,,19755.0,1746882187.8705146,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
9203,1921.183454992,,19755.0,1746882187.8709223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
9277,1921.185250428,,19905.0,1746882197.166463,,,,,,,,,0.009765625,,,,,,,,,,,,,,,,,,,,,,,,,,
9287,1921.185368729,,19980.0,1746882201.8139017,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
9293,1921.185437933,,19980.0,1746882201.8145697,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9303,1921.185552267,,19980.0,1746882201.8156667,,,,0.62992126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9312,1921.185653619,,19980.0,1746882201.8162894,,,,,,,,,0.009765625,,,,,,,,,,,,,,,,,,,,,,,,,,
9315,1921.185688309,,20055.0,1746882206.4632146,,,,,,0.06730824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9343,1921.186007192,,20055.0,1746882206.465236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008810572,,,,
9348,1921.186063478,,20055.0,1746882206.4658444,,,,,,,,,,0.009765625,,,,,,,,,,,,,,,,,,,,,,,,,
9372,1921.18633218,,20130.0,1746882211.1154797,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1422391,,,,,,,
9378,1921.186400543,,20130.0,1746882211.1156726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008810572,,,,
9391,1921.186545901,,20205.0,1746882215.7635205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
9394,1921.186580347,,20205.0,1746882215.7636082,,,,,,,,,,,1382400.0,,,,,,,,,,,,,,,,,,,,,,,,
9450,1921.187222974,,20280.0,1746882220.4181547,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,
9480,1921.18790464,,20355.0,1746882225.070715,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9485,1921.188006638,,20355.0,1746882225.0708714,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,
9490,1921.188124966,,20430.0,1746882229.7231047,,,,,,-3.2642167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9518,1921.18897991,,20430.0,1746882229.7257564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22026432,,,,
9521,1921.189019013,,20430.0,1746882229.7260356,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9545,1921.189302242,1.4927247,20505.0,1746882234.3787482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546,1921.189314117,,20505.0,1746882234.3787854,,,,,,,,,,,,,,,,,,,,19.305336,,,,,,,,,,,,,,,
9564,1921.18951969,,20580.0,1746882239.0308878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
9624,1921.190198264,,20655.0,1746882243.6869164,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
9643,1921.190407279,,20730.0,1746882248.339541,,,0.19726562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9644,1921.190417986,,20730.0,1746882248.3395746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
9646,1921.190440269,,20730.0,1746882248.3396301,,,,,,,,,,,,,,,,,,,,,,,2457600.0,,,,,,,,,,,,
9653,1921.190522834,,20730.0,1746882248.3404617,,,,0.6771653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9691,2041.213678127,,20805.0,1746882252.9936824,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5529954,,,,,,,,
9700,2041.213787988,,20880.0,1746882257.6457736,,,,,,-3.9922078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9717,2041.213991108,,20880.0,1746882257.6473815,,,,,,,,,,,,,,,,,,,,,1350.0,,,,,,,,,,,,,,
9732,2041.214167672,,20880.0,1746882257.648461,,,,,,,,,149.77539,,,,,,,,,,,,,,,,,,,,,,,,,,
9760,2041.214484625,,20955.0,1746882262.3009372,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9762,2041.214509828,,20955.0,1746882262.301001,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
9773,2041.214633004,,21030.0,1746882266.9522889,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
9783,2041.214742113,,21030.0,1746882266.9531662,,,0.21777344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9786,2041.214779257,,21030.0,1746882266.953252,,,,,,,,,,,,,,,,,,,,,,,3072000.0,,,,,,,,,,,,
9799,2041.215171125,,21030.0,1746882266.95476,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
9831,2041.215906758,,21105.0,1746882271.6073277,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58986175,,,,,,,,
9861,2041.216569068,,21180.0,1746882276.2599735,,,,,,,,,,,,,,,,,,,,27.311363,,,,,,,,,,,,,,,
9878,2041.216764442,,21255.0,1746882280.91172,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
9882,2041.216810719,,21255.0,1746882280.9118383,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,,,
9883,2041.216823247,,21255.0,1746882280.9118705,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9897,2041.216991725,,21255.0,1746882280.9133348,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.207314,,,,,,,
9920,2041.217251616,,21330.0,1746882285.5643556,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9923,2041.217285385,,21330.0,1746882285.5650964,,,0.22705078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950,2041.217593136,,21405.0,1746882290.2169268,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,,,,
9970,2041.217823213,,21405.0,1746882290.2186468,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
9973,2041.21785598,,21405.0,1746882290.2192707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3171806,,,,
9983,2041.217974763,,21480.0,1746882294.8690362,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
9998,2041.218145553,,21480.0,1746882294.8704703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0035056602,,,
10053,2041.21912378,,21630.0,1746882304.1742313,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
10057,2041.219203103,,21630.0,1746882304.1743484,,,,,,,,,,,,,,,156.0,,,,,,,,,,,,,,,,,,,,
10237,2041.221785317,,22005.0,1746882327.4416523,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
10242,2041.221842082,,22005.0,1746882327.4418018,,,,,,,,,,,,,,,,,,,,,2475.0,,,,,,,,,,,,,,
10259,2041.22203927,,22005.0,1746882327.4434898,,,,,,,,,,,,,,,,0.35233685,,,,,,,,,,,,,,,,,,,
10300,2041.222760322,,22155.0,1746882336.747242,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,,,,
10338,2041.223853922,,22230.0,1746882341.4001741,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10342,2041.223906122,,22230.0,1746882341.4006608,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
10390,2041.224466125,,22305.0,1746882346.0545416,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10394,2041.224511247,,22305.0,1746882346.0546758,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
10401,2041.224592096,,22380.0,1746882350.7055166,,,,,,,,,,,,,,,,,,,,,,29.1964,,,,,,,,,,,,,
10423,2041.224844816,,22380.0,1746882350.707551,,,,0.6929134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10436,2041.224998474,,22455.0,1746882355.3586233,,,,,,,,,,,,,,,,,,,,,,30.063185,,,,,,,,,,,,,
10437,2041.225010266,,22455.0,1746882355.3586643,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10471,2041.225401134,,22530.0,1746882360.0120127,,,,,,,,,,,,,,,,,,,,,,28.49081,,,,,,,,,,,,,
10473,2041.225424428,,22530.0,1746882360.0120811,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
10509,2041.225830978,,22605.0,1746882364.6649964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
10553,2041.226474819,,22680.0,1746882369.3184564,,,0.23925781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582,2161.253879751,,22755.0,1746882373.9689636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
10589,2161.253975843,,22755.0,1746882373.9698043,,,0.234375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10600,2161.254122011,,22755.0,1746882374.0457196,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10603,2161.254157138,,22755.0,1746882374.0458124,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
10612,2161.254268271,,22830.0,1746882378.696606,,,,,,,,,,,,,,,,,,,,,,25.408936,,,,,,,,,,,,,
10617,2161.254328792,,22830.0,1746882378.696764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
10618,2161.254345263,,22830.0,1746882378.6967914,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,
10645,2161.254686862,,22830.0,1746882378.6993458,,,,,,,,,,,,,,,,0.33577403,,,,,,,,,,,,,,,,,,,
10656,2161.254825185,,22905.0,1746882383.35041,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10657,2161.254835981,,22905.0,1746882383.3507986,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,
10658,2161.254846962,,22905.0,1746882383.3508275,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
10666,2161.254955075,2.0656612,22905.0,1746882383.351567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10690,2161.255278593,,22980.0,1746882388.0031273,,,,,,,,,,,7065600.0,,,,,,,,,,,,,,,,,,,,,,,,
10697,2161.255369634,,22980.0,1746882388.0038557,,,,,,,,,,,,,,,,,,,,,,,7065600.0,,,,,,,,,,,,
10721,2161.25567531,,23055.0,1746882392.6559212,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,,,,,
10725,2161.255727638,,23055.0,1746882392.6560357,,,,,,,,,,,7219200.0,,,,,,,,,,,,,,,,,,,,,,,,
10729,2161.255779723,,23055.0,1746882392.6565275,,,0.25390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10750,2161.256035067,,23055.0,1746882392.6586487,,,,,,,,,,,,,,,,0.3524014,,,,,,,,,,,,,,,,,,,
10774,2161.256312109,,23130.0,1746882397.3103209,,,,0.70866144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10784,2161.256427302,,23130.0,1746882397.3114655,,,,,,,,,,0.44921875,,,,,,,,,,,,,,,,,,,,,,,,,
10810,2161.256969559,,23205.0,1746882401.9635103,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10829,2161.25746921,,23280.0,1746882406.614609,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10859,2161.25823719,,23355.0,1746882411.2669532,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
10873,2161.258397231,,23355.0,1746882411.2680407,,,,,,,,,,,,,,,,,,,,,3825.0,,,,,,,,,,,,,,
