returned_episode_lengths,_step,_runtime,global_step,_timestamp,General/learning_rate,reward,Scaled_returns/evaluation_2__square_arena_scaled,General/explore,General/shaped_reward_agent0,General/shaped_reward_annealed_agent1,Losses/reg_loss,Losses/total_loss,Scaled_returns/evaluation_1__no_cooperation_scaled,Scaled_returns/evaluation_0__asymm_advantages_scaled,General/env_index,General/steps_for_env,Evaluation/0__asymm_advantages,Scaled_returns/evaluation_3__smallest_kitchen_scaled,Losses/actor_loss,Losses/entropy,Evaluation/2__square_arena,Evaluation/1__no_cooperation,Scaled_returns/evaluation_4__easy_layout_scaled,Scaled_returns/returned_episode_returns_scaled,explore,Losses/value_loss,returned_episode_returns,Advantage_Targets/advantages,returned_episode,General/shaped_reward_annealed_agent0,General/env_step,Scaled_returns/evaluation_5__cramped_room_scaled,General/update_step,Evaluation/3__smallest_kitchen,General/shaped_reward_agent1,Evaluation/5__cramped_room,Advantage_Targets/targets,Evaluation/4__easy_layout
,8970,1801.246434886,19299,1746882106.5606112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0
,8981,1801.24655721,19299,1746882106.561396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3675.0,,,,,
,9032,1801.247128881,19374,1746882111.3110585,,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9034,1801.247151622,19449,1746882116.0563266,,,,,,,,,,,,,,,,,,,,,,,,-4.8384314,,,,,,,,,,
,9041,1801.247231968,19449,1746882116.1272275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,9071,1801.24796987,19524,1746882120.8734417,,,,,,,,,,,,,352.0,,,,,,,,,,,,,,,,,,,,,
,9089,1801.248433847,19524,1746882120.8750834,,,,,,,0.89746976,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9106,1921.27010377,19605,1746882244.4152336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1278561,
,9108,1921.270130869,19605,1746882244.4153016,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
,9133,1921.270463644,19605,1746882244.4178681,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
,9134,1921.270484044,19605,1746882244.4178972,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
,9140,1921.27056309,19680,1746882249.112341,,,,,,,,,,,,,,,,,,,,,,,,-0.10594454,,,,,,,,,,
,9204,2041.296381801,19755,1746882253.8115847,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
,9210,2041.296457344,19830,1746882258.508478,,,,,,,,,,,,,,,,,,,,,,,,-0.10613427,,,,,,,,,,
,9239,2041.296977088,19830,1746882258.5107296,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
,9247,2041.297156993,19905,1746882263.2087963,,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,,,,,,,
,9270,2041.297741819,19905,1746882263.2107787,,,0.1081081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9300,2041.298516387,19980,1746882267.9119587,,,,,,,0.8797084,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9322,2041.298777469,20055,1746882272.6132057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
,9326,2041.298822958,20055,1746882272.6141007,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9333,2041.298904671,20055,1746882272.6143327,,,,,,,,,,,,,,,-0.0015997158,,,,,,,,,,,,,,,,,,,
,9355,2041.299158424,20130,1746882277.3143187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
,9379,2041.299449155,20130,1746882277.3164952,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
,9398,2041.299662671,20205,1746882282.016616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014160156,,,
,9409,2041.299794659,20205,1746882282.0175393,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,9410,2041.299807615,20205,1746882282.0175703,,,0.03088803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9421,2041.299932598,20280,1746882286.7171097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8922073,
,9426,2041.299991942,20280,1746882286.7172606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0
,9441,2041.300164132,20280,1746882286.7186425,,,,,,,,1.0425632,,,,,,,,,,,,,,,,,,,,,,,,,,
,9457,2041.300349915,20355,1746882291.417346,,,,,,,,,,,,,388.0,,,,,,,,,,,,,,,,,,,,,
,9480,2041.300614919,20355,1746882291.4192517,,,0.09266409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9520,2041.30193388,20430,1746882296.1207237,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,
,9578,2041.302938011,20580,1746882305.5206292,,,,,,,,,,,,,,,-0.0017147585,,,,,,,,,,,,,,,,,,,
,9580,2041.302962671,20580,1746882305.52069,,,,,,,0.977183,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9630,2041.303547006,20730,1746882314.9205706,,,,,,,,,,,,,,,,,,,,,,,,-0.11937918,,,,,,,,,,
,9647,2041.303735776,20730,1746882314.9219487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,
,9674,2041.304041693,20805,1746882319.621802,,,,,,,,,,,,,,,,,,,,,,,,,,,2611200.0,,,,,,,
,9695,2041.304288196,20805,1746882319.6236725,,,,,,,,,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,
,9699,2041.304333209,20805,1746882319.6243863,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
,9725,2041.304625752,20880,1746882324.3234673,,,0.09266409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9733,2041.304716666,20880,1746882324.3242295,,0.009765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9810,2041.306550003,21105,1746882338.4233317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,
,9840,2041.306899776,21180,1746882343.1241574,,,,,,,,,,,,,,,,,,,,,,,,-0.8143587,,,,,,,,,,
,9881,2041.307373879,21255,1746882347.826159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0
,9927,2041.307896612,21330,1746882352.5286286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800.0,,,,,
,9944,2041.308089272,21330,1746882352.5302482,,,,,,,,,,,,,,,,,,,,0.31793964,,,,,,,,,,,,,,
,9994,2041.308660862,21480,1746882361.930367,,,,,,,,,,,,,,,,,,,,,,,,,,0.03669844,,,,,,,,
,10021,2041.309285076,21555,1746882366.6300545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0
,10030,2041.309456929,21555,1746882366.6310968,,,,,,0.03646859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10043,2041.309779014,21555,1746882366.6321456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3508772,,,,,,
,10049,2041.309948532,21555,1746882366.632937,,,,,,,,,,,,,,,,,,,,0.3891687,,,,,,,,,,,,,,
,10055,2041.310070467,21630,1746882371.330256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,
400.0,10116,2161.336182565,21705,1746882376.0326161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10145,2161.336542972,21780,1746882380.732641,,,0.03088803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10147,2161.336566853,21780,1746882380.7327077,,,,,,,,,,,,,,,,,,,0.7557604,,,,,,,,,,,,,,,
,10155,2161.336656997,21855,1746882385.4313567,,,,,,,,,,,,,,,,,,,,,,,,-3.900682,,,,,,,,,,
,10160,2161.336713329,21855,1746882385.4315577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,
,10168,2161.336805304,21855,1746882385.4323606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095703125,,,
,10177,2161.336910802,21855,1746882385.4332237,,,,,,,,,,,,,,,,,,,,,,41.07728,,,,,,,,,,,,
,10179,2161.336937705,21855,1746882385.4333107,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,10196,2161.337130851,21930,1746882390.132618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0
,10203,2161.337214196,21930,1746882390.133532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10253906,,,
,10241,2161.33775038,22005,1746882394.8342211,,,,,,,,,,,,5068800.0,,,,,,,,,,,,,,,,,,,,,,
,10317,2161.33914396,22155,1746882404.2346334,,,,,,,,,,,,,,,,,,,,,,55.281776,,,,,,,,,,,,
,10330,2161.339800485,22230,1746882408.931278,,,,,,,,,,,,,,,,,,,,,,,,-4.3972015,,,,,,,,,,
,10337,2161.339887581,22230,1746882408.9315274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,
,10379,2161.340397231,22305,1746882413.6312015,,,,,,,,,,,,,,,,,,,,,,,,,,0.030287689,,,,,,,,
,10433,2161.341010603,22380,1746882418.331985,,0.29296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10451,2161.34122538,22455,1746882423.0293863,,,,,,,,,,,,5990400.0,,,,,,,,,,,,,,,,,,,,,,
,10473,2161.341488395,22530,1746882427.7269187,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
,10495,2161.341735664,22530,1746882427.7285888,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10527,2161.342394541,22605,1746882432.4279,,,,,,,,,,,,,,,,,,,,,,63.36506,,,,,,,,,,,,
,10615,2161.343931059,22830,1746882446.6299536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
,10633,2161.344134088,22830,1746882446.6317024,,,,,,,,,,0.89867836,,,,,,,,,,,,,,,,,,,,,,,,
,10644,2161.344264892,22830,1746882446.6327124,,,,,,,,,,,,,,,,,,,,0.7016259,,,,,,,,,,,,,,
,10648,2161.344310758,22905,1746882451.3281677,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
,10665,2161.344504991,22905,1746882451.3293903,,,,,,,0.92352647,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10672,2161.34458495,22905,1746882451.3301733,,,,,,,,,,,,,,,,,,,0.7741936,,,,,,,,,,,,,,,
,10690,2161.344782672,22980,1746882456.0259051,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10733,2161.345339749,23055,1746882460.724737,,,,,,,,,,,,,,,-0.0024702873,,,,,,,,,,,,,,,,,,,
,10734,2161.345351085,23055,1746882460.7247624,,,,,,,,,,,,,,,,0.72904795,,,,,,,,,,,,,,,,,,
,10742,2161.345441271,23055,1746882460.72566,,,,,,,,,,,,,,,,,,,0.7741936,,,,,,,,,,,,,,,
,10753,2161.345565978,23130,1746882465.4215653,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
,10783,2161.346321556,23130,1746882465.4244726,,0.28320312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10798,2161.346674323,23205,1746882470.120656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13720703,,,
,10806,2161.347037397,23205,1746882470.1217232,,,,,,,,41.5925,,,,,,,,,,,,,,,,,,,,,,,,,,
,10810,2161.347087259,23205,1746882470.1218588,,,0.046332046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10820,2161.347215613,23280,1746882474.8185797,,,,,,,,,,,,,,,,,,,,,,,,-6.3171687,,,,,,,,,,
,10826,2161.34729026,23280,1746882474.8188157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0
,10870,2161.347802557,23355,1746882479.5188675,,,,,,0.0029712808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10889,2161.348019612,23355,1746882479.5207045,,,,,,,,,,,,,,,,,,,,0.7728121,,,,,,,,,,,,,,
,10890,2161.348030996,23430,1746882484.2159169,,,,,,,,,,,,,,,,,,,,,,,,-6.1021695,,,,,,,,,,
