_step,_runtime,General/env_index,global_step,_timestamp,Losses/actor_loss,Scaled_returns/evaluation_4__easy_layout_scaled,reward,General/shaped_reward_agent1,Scaled_returns/evaluation_0__smallest_kitchen_scaled,Evaluation/4__easy_layout,Evaluation/5__cramped_room,Advantage_Targets/advantages,General/env_step,General/update_step,Losses/total_loss,explore,General/explore,General/shaped_reward_annealed_agent0,Scaled_returns/evaluation_2__asymm_advantages_scaled,Evaluation/1__square_arena,returned_episode,General/learning_rate,Evaluation/2__asymm_advantages,returned_episode_returns,General/shaped_reward_annealed_agent1,Losses/reg_loss,General/steps_for_env,Scaled_returns/evaluation_5__cramped_room_scaled,returned_episode_lengths,Evaluation/3__no_cooperation,Scaled_returns/evaluation_3__no_cooperation_scaled,Losses/value_loss,Scaled_returns/evaluation_1__square_arena_scaled,Evaluation/0__smallest_kitchen,General/shaped_reward_agent0,Advantage_Targets/targets,Scaled_returns/returned_episode_returns_scaled,Losses/entropy,task_2_2__asymm_advantages
7932,1681.191714305,,17049.0,1746881921.2611384,-0.0037591502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7970,1681.192145469,,17124.0,1746881925.8286998,,,,,,,,,,,31.370155,,,,,,,,,,,,,,,,,,,,,,,,
7972,1681.192170946,,17124.0,1746881925.8293421,,,,,0.47244096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7974,1681.192194422,,17124.0,1746881925.8294601,,,,,,,,,,,,,,,0.38766518,,,,,,,,,,,,,,,,,,,,
8000,1681.192494847,,17199.0,1746881930.396738,,,,,,,,,,,,,,,,,,,,,,,3225600.0,,,,,,,,,,,,
8013,1681.192945418,,17199.0,1746881930.3975585,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
8037,1681.193546115,,17274.0,1746881934.9650621,-0.0026073097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8056,1681.19404131,,17349.0,1746881939.5313592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,
8060,1681.194089984,,17349.0,1746881939.5316086,,,,,,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8062,1681.194114302,4.0,17349.0,1746881939.5316682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8066,1681.194165266,,17349.0,1746881939.5321472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099121094,,,,
8073,1681.194254972,,17349.0,1746881939.5329049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7388842,
8132,1681.194938326,4.0,17499.0,1746881948.6688454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8186,1681.195556596,,17574.0,1746881953.2396255,,0.718894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8241,1681.196175695,,17724.0,1746881962.372378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11669922,,,,
8256,1681.19635362,,17724.0,1746881962.373701,,0.7557604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8267,1681.196484215,,17799.0,1746881966.9385333,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8271,1681.196529534,,17799.0,1746881966.9386587,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8304,1681.197543458,,17874.0,1746881971.5052683,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,,
8331,1681.198102943,,17874.0,1746881971.5078437,,,,,,,,,,,,,,,,,,,,163.76953,,,,,,,,,,,,,,,
8333,1681.198126221,,17874.0,1746881971.5079014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7546983,,
8431,1681.199240239,,18099.0,1746881985.2099168,,0.7373272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8440,1681.199343334,,18174.0,1746881989.7752256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.642345,,,
8478,1681.199774019,,18249.0,1746881994.3442833,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,,,,,,,,,
8518,1681.20023856,,18324.0,1746881998.9118023,,,,,,,,,5529600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8537,1681.20045331,,18324.0,1746881998.914436,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,
8562,1681.201068662,,18399.0,1746882003.4806793,-0.0018418691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8621,1801.228749613,,18549.0,1746882012.6140122,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8641,1801.229021939,,18549.0,1746882012.6165586,,0.79262674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8657,1801.229219478,4.0,18624.0,1746882017.1813457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8660,1801.229255616,,18624.0,1746882017.1818304,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,
8664,1801.229305045,,18624.0,1746882017.182645,,,,,,,,,,,,,,,,,,,,,0.03209397,,,,,,,,,,,,,,
8666,1801.229327904,,18624.0,1746882017.1827066,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,
8764,1801.230470011,,18849.0,1746882030.881634,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
8775,1801.230601869,,18849.0,1746882030.8829944,,,,,,,,,,,36.642254,,,,,,,,,,,,,,,,,,,,,,,,
8777,1801.230625812,,18849.0,1746882030.8832164,,,,,0.53543305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8793,1801.230808596,,18924.0,1746882035.4486997,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,
8810,1801.231004896,,18924.0,1746882035.450706,,,,,,,,,,,33.12052,,,,,,,,,,,,,,,,,,,,,,,,
8812,1801.231029973,,18924.0,1746882035.4508846,,,,,0.503937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8836,1801.231354134,,18999.0,1746882040.0175836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11230469,,,,
8858,1801.232366274,,18999.0,1746882040.0199273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80060124,,
8879,1801.233008559,,19074.0,1746882044.5844464,,,,,,,,,,,,,,,,,,,,,,0.93797576,,,,,,,,,,,,,
8885,1801.2330826,,19074.0,1746882044.58522,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8245614,,,,,,,,
8971,1801.234122752,,19299.0,1746882058.2823846,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8979,1801.234223929,,19299.0,1746882058.2833998,,,,,,,,,,,,,,,,,,,,,0.0077513424,,,,,,,,,,,,,,
9084,1801.235709879,,19524.0,1746882072.0540302,,,,,,,,,,,,,,,,,,,,,0.00023472242,,,,,,,,,,,,,,
9096,1801.2359804,,19524.0,1746882072.055149,,0.8110599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9111,1921.259890029,,19605.0,1746882195.9965103,,,,,,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9117,1921.259962355,,19605.0,1746882195.9975705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005859375,,,,
9169,1921.260584586,,19680.0,1746882200.4866087,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
9196,1921.260884967,,19755.0,1746882204.9720473,,,,,,,,,,,2.542791,,,,,,,,,,,,,,,,,,,,,,,,
9224,1921.261200696,,19830.0,1746882209.456293,,,,,,,,,,,,,,0.0063126874,,,,,,,,,,,,,,,,,,,,,
9241,1921.261409191,,19830.0,1746882209.4579282,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,
9290,1921.261982998,,19980.0,1746882218.4264123,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
9353,1921.263704749,,20130.0,1746882227.4001815,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
9372,1921.263918835,,20130.0,1746882227.4017706,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06252399,,,,,,,
9402,1921.264265386,,20205.0,1746882231.8882854,,,,,,,,,,675.0,,,,,,,,,,,,,,,,,,,,,,,,,
9406,1921.264310341,,20205.0,1746882231.8883936,,,,,,,,,,,2.217458,,,,,,,,,,,,,,,,,,,,,,,,
9496,1921.265323303,,20430.0,1746882245.349819,,,,,,172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9500,1921.265367974,,20430.0,1746882245.3505912,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
9511,1921.265491262,,20430.0,1746882245.3517222,,,,,,,,,,,1.0462809,,,,,,,,,,,,,,,,,,,,,,,,
9550,1921.265928405,,20505.0,1746882249.839819,,,,,,,,,,,,,,,0.3788546,,,,,,,,,,,,,,,,,,,,
9556,1921.266238143,,20505.0,1746882249.8405297,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,
9562,2041.288783519,,20580.0,1746882254.3251026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,,,,,
9590,2041.289147569,,20580.0,1746882254.3278432,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,
9596,2041.289222157,,20655.0,1746882258.8119025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9932678,,,
9647,2041.289812143,,20730.0,1746882263.2997339,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,
9696,2041.290379096,,20805.0,1746882267.7877104,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,
9712,2041.290562039,,20880.0,1746882272.272792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0068359375,,,,
9743,2041.291320961,5.0,20955.0,1746882276.7593677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9774,2041.292294673,,21030.0,1746882281.2466435,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,
9808,2041.292693207,,21105.0,1746882285.7343304,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
9874,2041.293468562,,21180.0,1746882290.2247453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20854749,,
9903,2041.293801159,,21255.0,1746882294.7131484,,,,,,,,,,,,,,,,,,,,,,,,0.24561404,,,,,,,,,,,
9905,2041.29382214,,21255.0,1746882294.7132115,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,
9922,2041.294012221,,21330.0,1746882299.1988003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016113281,,,,
9957,2041.294416393,,21405.0,1746882303.6862826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03173828,,,,
10026,2041.295727651,,21555.0,1746882312.6598403,,,,,,,,,,,,,,,,,,0.0003,,,,,,,,,,,,,,,,,
10053,2041.296344429,,21630.0,1746882317.1459897,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
10123,2041.297151181,,21780.0,1746882326.1202734,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
10144,2041.297393128,,21780.0,1746882326.12225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
10177,2041.297766302,,21855.0,1746882330.609812,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4666204,,,,,,,
10181,2041.297811619,,21855.0,1746882330.6099586,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12280702,,,,,,,,
10184,2041.297844882,,21855.0,1746882330.6108148,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
10232,2041.298392346,,22005.0,1746882339.5834694,,,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10244,2041.298528697,,22005.0,1746882339.5849497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6560484,
10272,2041.299128786,,22080.0,1746882344.0713193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06982422,,,,
10276,2041.299204065,,22080.0,1746882344.0717986,,,,,,,,,,,,,,,,,,,,,,,5222400.0,,,,,,,,,,,,
10278,2041.299241214,,22080.0,1746882344.072413,-0.0010206982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287,2041.299464409,,22080.0,1746882344.072702,,0.8294931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10288,2041.299482699,,22080.0,1746882344.0733285,,,,,,,,,,,,,,,,,,,,,,,,0.40350878,,,,,,,,,,,
10315,2041.300304561,,22155.0,1746882348.559492,,,,,,,,,,,,,,,,,,,,,,3.454261,,,,,,,,,,,,,
10325,2041.300421818,,22155.0,1746882348.5598772,,,,,,,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,
10337,2041.300558955,,22230.0,1746882353.0447118,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10350,2041.300710791,,22230.0,1746882353.0461023,,,,,,,,,,,,,,,,,,,,,,2.1027179,,,,,,,,,,,,,
10410,2041.301424851,,22380.0,1746882362.0200863,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
10432,2041.30169836,,22380.0,1746882362.0226839,,,,,,,,,,,,,,,,,,,,103.759766,,,,,,,,,,,,,,,
10473,2041.302160545,,22530.0,1746882370.996992,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
10484,2041.302283122,,22530.0,1746882370.9983587,,,,,,,,,,,,,,0.01961928,,,,,,,,,,,,,,,,,,,,,
10488,2041.302329388,,22530.0,1746882370.9984825,-0.0019324326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10492,2041.302372982,,22530.0,1746882370.9986615,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.427952,,,,,,,
10522,2161.327287292,,22605.0,1746882375.4871662,,,,,,,,,,,,,,,,,,,,,,,6297600.0,,,,,,,,,,,,
10526,2161.327446601,,22605.0,1746882375.4873433,,,,,,,,,,,,,,,,,,,,,,1.6052768,,,,,,,,,,,,,
10568,2161.328384646,,22680.0,1746882379.9772742,,0.8294931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10572,2161.328433765,,22680.0,1746882379.9780016,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,
10598,2161.32874123,,22755.0,1746882384.568878,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.974941,,,,,,,
10604,2161.328809057,,22755.0,1746882384.5695834,,,,,,,,,,,,,,,,,,,,,,,,0.3157895,,,,,,,,,,,
10635,2161.329237029,,22830.0,1746882389.0577972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
10667,2161.329619436,,22905.0,1746882393.5465703,,,,,,,,,,,10.331938,,,,,,,,,,,,,,,,,,,,,,,,
10685,2161.329824445,,22980.0,1746882398.0326884,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
10690,2161.329881322,,22980.0,1746882398.0330656,,,,,,,,,7065600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10700,2161.330001701,,22980.0,1746882398.0345392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.574033,
10749,2161.330566115,,23055.0,1746882402.5239632,,,0.33203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10750,2161.330577222,,23055.0,1746882402.523997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5540707,,
10767,2161.33108543,,23130.0,1746882407.0106761,,,,,,,,,,,,,,,,,,,,,,,7372800.0,,,,,,,,,,,,
10768,2161.331104653,,23130.0,1746882407.010706,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,,,
10813,2161.332249656,,23205.0,1746882411.5003953,,0.8294931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10822,2161.332367421,,23280.0,1746882415.985832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.503187,,,
10843,2161.332619369,,23280.0,1746882415.988137,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.083858,,,,,,,
10846,2161.332654924,,23280.0,1746882415.988253,,,,,,,,,,,,,,,0.017621145,,,,,,,,,,,,,,,,,,,,
10914,2161.333434989,,23430.0,1746882424.9624581,,,,,0.09448819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
