_step,_runtime,General/env_index,global_step,_timestamp,Scaled_returns/evaluation_4__asymm_advantages_scaled,reward,Scaled_returns/evaluation_1__cramped_room_scaled,General/explore,General/learning_rate,Losses/entropy,Losses/actor_loss,returned_episode_returns,General/env_step,Scaled_returns/evaluation_5__smallest_kitchen_scaled,returned_episode,General/shaped_reward_annealed_agent0,Losses/value_loss,General/shaped_reward_agent1,Evaluation/0__square_arena,Evaluation/5__smallest_kitchen,Advantage_Targets/targets,General/shaped_reward_agent0,Scaled_returns/returned_episode_returns_scaled,Losses/total_loss,Scaled_returns/evaluation_2__no_cooperation_scaled,Evaluation/1__cramped_room,Evaluation/3__easy_layout,Losses/reg_loss,Evaluation/2__no_cooperation,Scaled_returns/evaluation_0__square_arena_scaled,General/steps_for_env,Evaluation/4__asymm_advantages,General/update_step,explore,Scaled_returns/evaluation_3__easy_layout_scaled,General/shaped_reward_annealed_agent1,returned_episode_lengths,Advantage_Targets/advantages,task_5_5__smallest_kitchen
8263,1681.130230496,,17724.0,1746881962.4252205,,,,,,,,,,,,,,,,,,,0.2973138,,,,,,,,,,,,,,,,
8266,1681.13026362,,17799.0,1746881967.0057082,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,,
8282,1681.130448898,,17799.0,1746881967.006996,,,,,,,-0.0024380435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8301,1681.13097008,,17874.0,1746881971.5877576,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,,,
8321,1681.131488033,,17874.0,1746881971.5892062,,,,,,,,,,,,,77.78269,,,,,,,,,,,,,,,,,,,,,,
8327,1681.131859203,,17874.0,1746881971.5900652,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8334,1681.131942541,,17949.0,1746881976.1694915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.035309,
8356,1681.132208448,,17949.0,1746881976.1712532,,,,,,,,,,,,,79.94878,,,,,,,,,,,,,,,,,,,,,,
8387,1681.132568068,,18024.0,1746881980.753451,,,,,,,-0.0016886606,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8408,1681.132813132,,18099.0,1746881985.3342583,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,
8508,1681.133933006,,18249.0,1746881994.5029452,,,,,,,,,,,,,,,,,,,0.31372607,,,,,,,,,,,,,,,,
8514,1681.13399824,,18324.0,1746881999.0828922,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
8599,1681.135844856,,18474.0,1746882008.249865,,,,,,,,,,,,,,,,,,,,,,,,2.8171358,,,,,,,,,,,
8608,1681.135953932,,18474.0,1746882008.2509196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
8631,1801.161563055,,18549.0,1746882012.8308492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925.0,,,,,,
8634,1801.161614291,,18549.0,1746882012.830936,,,,,,,,,,,,,,,,,,,,,,,,2.4449322,,,,,,,,,,,
8639,1801.161677116,,18549.0,1746882012.8313274,,,,,,,,,,,,,,,,,,,,,0.7017544,,,,,,,,,,,,,,
8640,1801.161688841,,18549.0,1746882012.8319519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
8656,1801.161878704,,18624.0,1746882017.4109447,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
8670,1801.162316742,,18624.0,1746882017.4125712,,,,,,,,,,,,,,,,,,,,40.285736,,,,,,,,,,,,,,,
8672,1801.162359385,,18624.0,1746882017.4126496,,,,,,,,,,,,,,,,,,,,,,,,,,0.98841697,,,,,,,,,
8723,1801.163622417,,18774.0,1746882026.5731194,,,,,,,,,,,,,,,,,,,,,,,,,176.0,,,,,,,,,,
8770,1801.164162146,,18849.0,1746882031.1560447,,,,,,,,,,,,,,,,,,,,,,,,,,,6604800.0,,,,,,,,
8774,1801.164207546,,18849.0,1746882031.1563842,,,,,,,,,,,,,,,,,,,,,,,,3.939966,,,,,,,,,,,
8845,1801.165022324,,18999.0,1746882040.3198879,,,,,,,,,,,,,,,,,,,,38.304726,,,,,,,,,,,,,,,
8850,1801.165079516,,18999.0,1746882040.3200672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
8858,1801.16517,,18999.0,1746882040.3209372,,,,,,,,,,,,,,,,,,,0.3029495,,,,,,,,,,,,,,,,
8868,1801.165279789,,19074.0,1746882044.9005609,,,,,,,,,7065600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8886,1801.165481602,,19074.0,1746882044.9023347,0.32599118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8898,1801.165617347,,19149.0,1746882049.4822445,,,,,,,,,,,,,,,,,,,,,,,,,168.0,,,,,,,,,,
8924,1801.166235566,,19149.0,1746882049.4846456,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
8950,1801.167043694,,19224.0,1746882054.0668986,,,,,,,,,,,,,,,,,,,,28.00423,,,,,,,,,,,,,,,
8974,1801.167339338,,19299.0,1746882058.646873,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,1801.168234248,,19449.0,1746882067.8094265,,,,,,,,,,,,,,,,,,,,,,,,,,,7833600.0,,,,,,,,
9053,1801.168267159,,19449.0,1746882067.809517,,,,,,0.41557902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9086,1801.168641522,,19524.0,1746882072.459488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900.0,,,,,,
9109,1921.187844977,,19605.0,1746882197.234138,,,,,,,,,,,,,,,,,,,,,,,,,168.0,,,,,,,,,,
9118,1921.18795911,,19605.0,1746882197.2350574,,,,,,,,,,,,,,0.01171875,,,,,,,,,,,,,,,,,,,,,
9165,1921.188516373,,19680.0,1746882201.5800977,,,,,,,,,,,,,,,,,,,,,0.7017544,,,,,,,,,,,,,,
9181,1921.188711869,,19755.0,1746882205.9297285,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,
9193,1921.188849969,,19755.0,1746882205.9311366,,,,,,,-0.0009219592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9195,1921.188872266,,19755.0,1746882205.9311943,,,,,,,,,,,,,,,,,,,,,,,,2.0906515,,,,,,,,,,,
9217,1921.189121274,,19830.0,1746882210.2821667,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
9275,1921.189940268,,19905.0,1746882214.6374297,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
9276,1921.189966317,,19905.0,1746882214.6374593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,
9282,1921.190283991,,19980.0,1746882218.9885194,,,,,,,,,,,,,,,216.0,,,,,,,,,,,,,,,,,,,,
9302,1921.190825097,,19980.0,1746882218.9900615,,,,,,,,,,,,,0.021611936,,,,,,,,,,,,,,,,,,,,,,
9307,1921.191150532,,19980.0,1746882218.990638,0.3436123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9333,1921.191471158,,20055.0,1746882223.3424463,,,,,,,-0.001382477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9370,1921.191934416,,20130.0,1746882227.694792,,,,,,,,,,,,,,,,,,,,,,,,2.977408,,,,,,,,,,,
9374,1921.191981295,,20130.0,1746882227.6955135,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9417,1921.192486941,,20205.0,1746882232.0481303,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9447,1921.192830015,,20280.0,1746882236.4012148,0.33480173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9458,1921.192956491,,20355.0,1746882240.7513173,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
9493,1921.193350539,,20430.0,1746882245.1038084,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
9517,1921.193846463,,20430.0,1746882245.105893,0.32599118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9574,2041.215178849,,20580.0,1746882253.8115585,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
9580,2041.215250981,,20580.0,1746882253.8117595,,,,,,,,,,,,,,,,,,,,,,,,1.5132709,,,,,,,,,,,
9645,2041.216015728,,20730.0,1746882262.5187545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0020304373,,,
9689,2041.216533254,,20805.0,1746882266.8720808,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9721,2041.216899577,,20880.0,1746882271.2256098,,,,,,,,,,,,,,,,,,,,2.1131418,,,,,,,,,,,,,,,
9738,2041.217087987,,20955.0,1746882275.5777855,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
9767,2041.217820756,,20955.0,1746882275.5803578,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9770,2041.217883761,,21030.0,1746882279.9306839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021433188,
9814,2041.218878479,,21105.0,1746882284.2833772,,,,,,,,,3225600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
9848,2041.219279546,5.0,21180.0,1746882288.63651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9855,2041.219365332,,21180.0,1746882288.63747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
9870,2041.219551508,,21180.0,1746882288.6388795,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
9879,2041.219665031,,21255.0,1746882292.9880412,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
9893,2041.219836262,,21255.0,1746882292.9894907,,,,,,,-0.0003056155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,2041.219972222,,21255.0,1746882292.9904916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
9915,2041.220102368,,21330.0,1746882297.3418987,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
9928,2041.220260778,,21330.0,1746882297.3430192,,,,,,,-0.0008654773,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9936,2041.22036166,,21330.0,1746882297.3438432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
9955,2041.22060236,,21405.0,1746882301.6941118,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9957,2041.220628787,,21405.0,1746882301.6948755,,,,,,,,,,,,,,,,,,0.0014648438,,,,,,,,,,,,,,,,,
10020,2041.221700456,,21555.0,1746882310.397563,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
10030,2041.221885251,,21555.0,1746882310.3983319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
10057,2041.222776196,,21630.0,1746882314.7505805,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
10059,2041.222800099,,21630.0,1746882314.7506442,,,,,,,,,4300800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10101,2041.223287354,,21705.0,1746882319.1028154,,,,,,,,,,,,,,,,,,,,,,,,,,,4454400.0,,,,,,,,
10119,2041.223491753,,21705.0,1746882319.1048672,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
10124,2041.223546416,,21780.0,1746882323.4553318,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
10137,2041.223695002,,21780.0,1746882323.4563677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.0,,,,,,
10145,2041.223785764,,21780.0,1746882323.4571986,,,,,,,,,,,,,,,,,,,,,0.01754386,,,,,,,,,,,,,,
10263,2041.225104836,,22080.0,1746882340.8681855,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
10266,2041.225136985,,22080.0,1746882340.8682952,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,
10271,2041.22519874,,22080.0,1746882340.8692405,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10322,2041.226679782,,22155.0,1746882345.2250636,0.32599118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10343,2041.22692332,,22230.0,1746882349.5763295,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
10365,2041.227171546,,22305.0,1746882353.9282527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0045971447,
10371,2041.227252795,,22305.0,1746882353.9284728,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,
10377,2041.227332394,,22305.0,1746882353.9291875,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
10451,2041.228236016,,22455.0,1746882362.6341972,,,,,,,,,,,,,,,,,,,,,,,,,,,5990400.0,,,,,,,,
10468,2041.22844699,,22455.0,1746882362.6360013,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10522,2041.229078541,,22605.0,1746882371.3393579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3075.0,,,,,,
10540,2151.417686541,,,1746882483.1712728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'sha256': '25d821c38383b93451756b79e56d5c62e8215d97e5619b1f8af1a4216671b8ec', 'size': 90609, '_type': 'video-file', 'path': 'media/videos/task_5_5__smallest_kitchen_5_25d821c38383b9345175.gif'}"
10601,2161.258332646,,22755.0,1746882380.1522176,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
10631,2161.258687836,,22830.0,1746882384.50386,,,,,,,,,,,,,,,,,,,,,,,,1.9507501,,,,,,,,,,,
10668,2161.259833094,,22905.0,1746882388.857735,,,,,,,,,,,,,0.0010936072,,,,,,,,,,,,,,,,,,,,,,
10725,2161.261947119,,23055.0,1746882397.5595272,,,,,,,,,7219200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10745,2161.262180819,,23055.0,1746882397.561662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
10747,2161.262203005,,23055.0,1746882397.562155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,
10878,2161.263704545,,23355.0,1746882414.9704802,,,,,,,,,,,,,0.00046430418,,,,,,,,,,,,,,,,,,,,,,
10879,2161.263717275,,23355.0,1746882414.970521,,,,,,,,,,,,,,,,,,,,,,,,,,0.6949807,,,,,,,,,
10886,2161.263795028,,23355.0,1746882414.971443,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
