General/shaped_reward_annealed_agent0,General/shaped_reward_annealed_agent1,Scaled_returns/returned_episode_returns_scaled,Evaluation/0__smallest_kitchen,Losses/value_loss,_timestamp,task_1_1__cramped_room,Advantage_Targets/advantages,task_4_4__no_cooperation,General/env_index,General/steps_for_env,Evaluation/4__no_cooperation,global_step,Scaled_returns/evaluation_3__square_arena_scaled,returned_episode,Losses/actor_loss,General/learning_rate,Evaluation/1__cramped_room,task_5_5__easy_layout,reward,General/explore,Scaled_returns/evaluation_1__cramped_room_scaled,Scaled_returns/evaluation_0__smallest_kitchen_scaled,Losses/reg_loss,returned_episode_lengths,Losses/total_loss,General/shaped_reward_agent1,explore,Advantage_Targets/targets,Losses/entropy,_runtime,General/update_step,returned_episode_returns,Scaled_returns/evaluation_2__asymm_advantages_scaled,General/env_step,task_0_0__smallest_kitchen,task_2_2__asymm_advantages,task_3_3__square_arena,Scaled_returns/evaluation_5__easy_layout_scaled,Evaluation/5__easy_layout,Scaled_returns/evaluation_4__no_cooperation_scaled,Evaluation/2__asymm_advantages,_step,Evaluation/3__square_arena,General/shaped_reward_agent0
0.0091859065,,,,,1746882040.615798,,,,,,,18624,,,,,,,,,,,,,,,,,,1801.30694905,,,,,,,,,,,,8663,,
,,,,7.4514894,1746882040.6165223,,,,,,,18624,,,,,,,,,,,,,,,,,,1801.307047996,,,,,,,,,,,,8671,,
,,,,,1746882040.6165624,,,,,,,18624,,,,,,,,,,0.47244096,,,,,,,,1801.307060062,,,,,,,,,,,,8672,,
,,,,,1746882040.6166785,,,,,,,18624,,,,,,,,,,,,,,,,,,1801.307107306,,,,,,,,,,0.21052632,,8676,,
,,,,,1746882040.616705,,,,,,,18624,,,,,,,,,,,,,,,,,,1801.307120268,,,,,,,,0.0,,,,8677,,
,,,,,1746882045.1044557,,,,,,,18699,,,,0.0003,,,,,,,,,,,,,,1801.307321862,,,,,,,,,,,,8695,,
,,,,,1746882045.1057463,,,,,,,18699,,,,,,,,,0.05263158,,,,,,,,,1801.307479355,,,,,,,,,,,,8708,,
,,,,,1746882045.1065006,,,,,,,18699,,,,,,,0.1171875,,,,,,,,,,,1801.307578651,,,,,,,,,,,,8717,,
,,,,,1746882049.5919988,,,,4.0,,,18774,,,,,,,,,,,,,,,,,,1801.307922076,,,,,,,,,,,,8727,,
,,,,,1746882058.5669858,,,,,,,18924,,,,,,,,,,,,,,,,8.28469,,1801.309362438,,,,,,,,,,,,8790,,
,,,,,1746882058.5680647,,,,,6758400.0,,18924,,,,,,,,,,,,,,,,,,1801.309547355,,,,,,,,,,,,8805,,
,,,,,1746882063.05647,,,,,,,18999,,,-0.0019539546,,,,,,,,,,,,,,,1801.309988026,,,,,,,,,,,,8842,,
,,,,,1746882063.056968,,,,,,,18999,,,,,,,,,0.03508772,,,,,,,,,1801.31006982,,,,,,,,,,,,8848,,
,,,,,1746882067.5440474,,,,,,,19074,,,,,,,,,,,,,,,,,,1801.310249132,,,,,,,,,,,56.0,8863,,
,,,,,1746882067.544102,,,,,,56.0,19074,,,,,,,,,,,,,,,,,,1801.310270336,,,,,,,,,,,,8865,,
,,,,,1746882067.5441916,,,,,,,19074,,,,,,,,,,,,,,,,,,1801.310307903,,,,7065600.0,,,,,,,,8868,,
,,,,,1746882067.5450366,,,,,,,19074,,,,0.0003,,,,,,,,,,,,,,1801.310333898,,,,,,,,,,,,8870,,
,,,,,1746882072.031978,,,,,,,19149,,,,,,,,,,,,,,,,9.556841,,1801.310639283,,,,,,,,,,,,8895,,
,,,,,1746882072.0321167,,,,,,48.0,19149,,,,,,,,,,,,,,,,,,1801.310699494,,,,,,,,,,,,8900,,
,,,,,1746882072.032142,,,,,,,19149,,,,,,,,,,,,,,,,,,1801.310710538,,,,,,,,,0.0,,,8901,,
,,,,,1746882072.0329285,,,,,,,19149,,,,0.0003,,,,,,,,,,,,,,1801.310764624,,,,,,,,,,,,8905,,
,,,,,1746882072.0339768,,,,,,,19149,,,,,,,,,,,,,,,,,,1801.310982486,,,,,,,,0.0,,,,8922,,
,,,,,1746882076.521666,,,,,,,19224,,,,,,,,,,,,,,,,,,1801.311168349,,,,,,,,,0.0,,,8936,,
,,,,,1746882076.5226152,,,,,,,19224,,,,,,,,,,,,,,,,,,1801.311289345,3600.0,,,,,,,,,,,8946,,
,,,,,1746882081.0114565,,-1.4833362,,,,,19299,,,,,,,,,,,,,,,,,,1801.311500229,,,,,,,,,,,,8964,,
,,,160.0,,1746882085.5001795,,,,,,,19374,,,,,,,,,,,,,,,,,,1801.311915244,,,,,,,,,,,,9001,,
,,,,,1746882085.501251,,,,,,,19374,,,,,,,,,,,,,,,,,,1801.312362109,3750.0,,,,,,,,,,,9016,,
,,,128.0,,1746882090.0311968,,,,,,,19449,,,,,,,,,,,,,,,,,,1801.312875457,,,,,,,,,,,,9036,,
,,,,,1746882094.5229657,,,,,,,19524,,,,,,,,,,,,,,,,,,1801.313912083,,,,,,,,,,0.33333334,,9096,,
,,,,,1746882219.4843187,,,,,153600.0,,19605,,,,,,,,,,,,,,,,,,1921.331720469,,,,,,,,,,,,9121,,
,,,,,1746882224.0836399,,,,,,,19680,,,,,,,,,,,,,,,,,,1921.332059096,,,,307200.0,,,,,,,,9149,,
,,,,,1746882224.0845914,,,,,307200.0,,19680,,,,,,,,,,,,,,,,,,1921.332143269,,,,,,,,,,,,9156,,
,,,,,1746882224.0851345,,,,,,,19680,,,,,,,,,,0.48818898,,,,,,,,1921.332222583,,,,,,,,,,,,9163,,
,,,,,1746882228.6853154,,,,,,,19755,,,,,,,,,,,,,,,,,,1921.332654535,,,0.16740087,,,,,,,,,9200,,
,,,,,1746882228.685374,,,,,,,19755,,,,,,,,,,,,,,,,,,1921.332677364,,,,,,,,,,0.33333334,,9202,,
,,,,,1746882233.2832382,,0.04840494,,,,,19830,,,,,,,,,,,,,,,,,,1921.332765698,,,,,,,,,,,,9210,,
,,,,,1746882233.2849638,,,,,,,19830,,,,,,,,,,,,,5.5621476,,,,,1921.333016223,,,,,,,,,,,,9231,,
,,,,,1746882237.8854978,,,,,,,19905,,0.0078125,,,,,,,,,,,,,,,,1921.333530207,,,,,,,,,,,,9275,,
,,,,,1746882242.4845169,,,,,,,19980,,,,,,,,,,,,,,,,0.7034803,,2041.350510878,,,,,,,,,,,,9281,,
,,,,,1746882242.4845781,,,,,,,19980,,,,,8.0,,,,,,,,,,,,,2041.35072308,,,,,,,,,,,,9283,,
,,,,,1746882242.4864218,,,,,,,19980,,,,,,,,,,0.4566929,,,,,,,,2041.351765544,,,,,,,,,,,,9303,,
0.0071872813,,,,,1746882247.0868201,,,,,,,20055,,,,,,,,,,,,,,,,,,2041.352099237,,,,,,,,,,,,9329,,
,,,,,1746882247.088194,,,,,,,20055,,0.0078125,,,,,,,,,,,,,,,,2041.352296448,,,,,,,,,,,,9345,,
,,,,,1746882247.0882192,,,,,,,20055,,,,,,,,,,,,400.0,,,,,,2041.352308701,,,,,,,,,,,,9346,,
,,,,,1746882251.6873283,,,,,,,20130,,,,,,,,,,,,,,,,1.3433266,,2041.352368585,,,,,,,,,,,,9351,,
,,,144.0,,1746882251.6873584,,,,,,,20130,,,,,,,,,,,,,,,,,,2041.352379969,,,,,,,,,,,,9352,,
,,,,,1746882251.6895046,,,,,,,20130,,,,,,,,,,,,,,,,,,2041.352673295,,,,,,,,,,0.36842105,,9377,,
,,,,,1746882256.2913332,,,,,,,20205,,,,,,,,,,,,,,,,,1.0972669,2041.352985022,,,,,,,,,,,,9404,,
,,,,,1746882256.2919304,,,,,,,20205,,,,,,,,,,,,,,,,,,2041.353064645,,,0.14096916,,,,,,,,,9410,,
,,,,,1746882260.8941205,,,,,,,20280,0.23166023,,,,,,,,,,,,,,,,,2041.353476693,,,,,,,,,,,,9446,,
,,0.023086477,,,1746882260.8948991,,,,,,,20280,,,,,,,,,,,,,,,,,,2041.353569132,,,,,,,,,,,,9454,,
,0.010787875,,,,1746882265.4970706,,,,,,,20355,,,,,,,,,,,,,,,,,,2041.35375923,,,,,,,,,,,,9470,,
,,,,,1746882265.49713,,,,,,,20355,,,,,,,,,,,,,,,,,,2041.353781704,825.0,,,,,,,,,,,9472,,
,,,,,1746882270.100019,,,,,,,20430,,,,,8.0,,,,,,,,,,,,,2041.354025446,,,,,,,,,,,,9493,,
,,,,,1746882270.1001618,,,,5.0,,,20430,,,,,,,,,,,,,,,,,,2041.354256019,,,,,,,,,,,,9498,,
,,,,,1746882283.9143252,,,,,,,20655,,,,,,,,,,,,,,,,,,2041.356131149,,,,,,,,,20.0,,,9602,,
,,,,2.1777987,1746882283.9158468,,,,,,,20655,,,,,,,,,,,,,,,,,,2041.356303627,,,,,,,,,,,,9617,,
,,,,,1746882288.519442,,,,5.0,,,20730,,,,,,,,,,,,,,,,,,2041.356545221,,,,,,,,,,,,9638,,
,,,,,1746882288.5202842,,,,,2457600.0,,20730,,,,,,,,,,,,,,,,,,2041.356637065,,,,,,,,,,,,9646,,
,,,84.0,,1746882297.7288787,,,,,,,20880,,,,,,,,,,,,,,,,,,2041.357281878,,,,,,,,,,,,9702,,
,,,,,1746882297.7289329,,,,,,,20880,,,,,,,,,,,,,,,,,,2041.357303692,,,,,,,,,,,96.0,9704,,
,,,,,1746882306.9405599,,,,,,,21030,,0.0078125,,,,,,,,,,,,,,,,2041.359353111,,,,,,,,,,,,9800,,
,,,,4.3250227,1746882311.5434508,,,,,,,21105,,,,,,,,,,,,,,,,,,2041.359673476,,,,,,,,,,,,9827,,
,,,,,1746882316.1472123,,,,,,,21180,,,,0.0003,,,,,,,,,,,,,,2041.359948537,,,,,,,,,,,,9851,,
,,,,,1746882316.1485379,,,,,,,21180,,,,,,,,,,,,,,,0.0,,,2041.360159154,,,,,,,,,,,,9869,,
,,,,,1746882320.7499814,,,,5.0,,,21255,,,,,,,,,,,,,,,,,,2041.360317524,,,,,,,,,,,,9883,,
,,,,,1746882320.7505426,,,,,,,21255,,,,,,,,,,,,,,0.01953125,,,,2041.360374423,,,,,,,,,,,,9888,,
,,,,,1746882325.356125,,,,,,,21330,,,,,,,,,,,,,,,,,,2041.36098006,,25.126953,,,,,,,,,,9942,,
,,,,,1746882329.9591386,,,,,,,21405,,,,,,,,,,,,,4.731825,,,,,2041.36125941,,,,,,,,,,,,9966,,
,,,,,1746882339.1656907,,,,,,,21555,,,,,,,,,,,,,,,,,,2041.362133256,,,,,,,,,,,92.0,10019,,
,,,,,1746882343.7704842,,,,,,,21630,,,-0.0012524447,,,,,,,,,,,,,,,2041.363361684,,,,,,,,,,,,10068,,
,,,,,1746882343.7705371,,,,,,,21630,,,,,,,,,,,2.3321419,,,,,,,2041.36338443,,,,,,,,,,,,10070,,
,,,,,1746882348.3743074,,,,,,,21705,,,,,,,,,,,,,,,,,,2041.363698364,,,,,,,,,,,,10097,,0.03564453
,0.012775344,,,,1746882348.3743966,,,,,,,21705,,,,,,,,,,,,,,,,,,2041.363733688,,,,,,,,,,,,10100,,
,,,,,1746882352.9816566,,,,,,,21780,,,,,,,,,,0.22047244,,,,,,,,2041.364220578,,,,,,,,,,,,10143,,
,,,,,1746882357.5853155,,,,,,,21855,,,,,,,,,,,,,,,,,,2041.364548013,2325.0,,,,,,,,,,,10172,,
,,,,,1746882357.5853686,,,,,,,21855,,,,,,,,,,,,,,,,,1.0547917,2041.364569402,,,,,,,,,,,,10174,,
,,,,,1746882362.1898916,,,,,,,21930,,,,,,,,,,,,,,,,,,2161.383479154,,,,4915200.0,,,,,,,,10199,,
,,,56.0,,1746882366.7943206,,,,,,,22005,,,,,,,,,,,,,,,,,,2161.383829775,,,,,,,,,,,,10227,,
,,,,,1746882366.7944415,,,,,,64.0,22005,,,,,,,,,,,,,,,,,,2161.383875099,,,,,,,,,,,,10231,,
,,,,,1746882366.7945604,,,,,,,22005,,,,,,,,0.0,,,,,,,,,,2161.383921631,,,,,,,,,,,,10235,,
,,,,,1746882366.7954872,,,,,5068800.0,,22005,,,,,,,,,,,,,,,,,,2161.383991191,,,,,,,,,,,,10241,,
,,,,,1746882366.7960327,,,,,,,22005,,,,,,,,,,0.22047244,,,,,,,,2161.384081747,,,,,,,,,,,,10248,,
,,,,,1746882366.7971218,,,,,,,22005,,,,,,,0.14648438,,,,,,,,,,,2161.384197819,,,,,,,,,,,,10258,,
,,,,,1746882371.3999481,,,,,,,22080,,,,,,,,,,,,,,0.047851562,,,,2161.384371735,,,,,,,,,,,,10273,,
,0.016626311,,,,1746882371.4000027,,,,,,,22080,,,,,,,,,,,,,,,,,,2161.384394502,,,,,,,,,,,,10275,,
,,,,,1746882376.0052695,,,,,,,22155,,,,,,,,,,,,,,,,,0.9985162,2161.384839749,,,,,,,,,,,,10314,,
,,,,,1746882385.213158,,,,,,,22305,,,,,,,,,,,,,,,,,,2161.385500516,,,,,,,,,,,80.0,10369,,
,,,,,1746882389.817935,,,,,,,22380,,,,,,,,,,,,,,,,,,2161.386802391,,,,,,,,,,,,10412,,0.049804688
,,,,8.529686,1746882389.8185074,,,,,,,22380,,,,,,,,,,,,,,,,,,2161.387264197,,,,,,,,,,,,10422,,
,,,,,1746882394.4243777,,,,,,,22455,,0.0078125,,,,,,,,,,,,,,,,2161.387802559,,,,,,,,,,,,10465,,
,,,,,1746882399.0277963,,,,,,,22530,,,,,,,,0.0,,,,,,,,,,2161.387982144,,,,,,,,,,,,10480,,
,,,,,1746882403.6345084,,,,,,,22605,,,,,,,,,,,,,,,,,,2161.388617131,,,,,,,,,,0.3157895,,10532,,
,,,,,1746882408.2392976,,,,,,,22680,,,,,,,,,,,,,,,,,,2161.389057623,,,,,,,,,,0.36842105,,10567,,
,,,,,1746882412.843064,,,,,,,22755,,,,,,,,,,,,,,,,,,2161.389232787,,,,,,,,,72.0,,,10582,,
,,,,,1746882412.8446138,,,,,,,22755,,,,,,,,,,0.14173228,,,,,,,,2161.389411324,,,,,,,,,,,,10598,,
,,,,,1746882417.4477327,,,,,,76.0,22830,,,,,,,,,,,,,,,,,,2161.389618026,,,,,,,,,,,,10616,,
,,,,,1746882417.4485505,,,,,,,22830,,,,,,,,,,,,,,0.047851562,,,,2161.389698679,,,,,,,,,,,,10623,,
,,,,,1746882422.0529635,,,,,6912000.0,,22905,,,,,,,,,,,,,,,,,,2161.390137758,,,,,,,,,,,,10661,,
,,,,,1746882426.6566873,,,,,,,22980,,,,,,,,,,,,,,,,,,2161.391045453,,,,,,,,,,,,10692,,0.061035156
,,,,,1746882426.6571553,,,,,,,22980,,,-0.0008398462,,,,,,,,,,,,,,,2161.391448876,,,,,,,,,,,,10698,,
,,,,,1746882426.6585853,,,,,,,22980,,,,,,,,,,,,400.0,,,,,,2161.391611057,,,,,,,,,,,,10711,,
,,,,,1746882431.2618074,,,,,,,23055,,,,,,,,,,,,,,,,,,2161.391717569,,,,,,,,,,,,10720,76.0,
,,,,,1746882431.2619505,,,,,,,23055,,,,,,,,0.0,,,,,,,,,,2161.391774699,,,,,,,,,,,,10725,,
,,,,,1746882431.2624867,,,,,,,23055,,,,0.0003,,,,,,,,,,,,,,2161.391786768,,,,,,,,,,,,10726,,
,,,,,1746882435.867344,,,,,,,23130,,,,,8.0,,,,,,,,,,,,,2161.392107517,,,,,,,,,,,,10753,,
,,,,,1746882435.8693926,,,,,,,23130,,,,,,,,,0.03508772,,,,,,,,,2161.392344766,,,,,,,,,,,,10774,,
,,,,,1746882445.0790663,,,,,,,23280,,,,,,,,,,,,,,,,,,2161.393184599,,,,,,,,,,0.28070176,,10847,,
,,,,,1746882449.6838439,,,,,,,23355,,,,,,,,,,,,,,0.07763672,,,,2161.393423858,,,,,,,,,,,,10868,,
,,,,,1746882449.6851256,,,,,,,23355,,,,,,,,,,,,,,,,,,2161.393595949,,,,,,,,0.3686636,,,,10883,,
,,,,,1746882449.6854737,,,,,,,23355,,,,,,,,,,,,,,,,,,2161.393639522,,81.29883,,,,,,,,,,10887,,
,,,,,1746882454.29002,,-2.2454739,,,,,23430,,,,,,,,,,,,,,,,,,2161.393674649,,,,,,,,,,,,10890,,
