Losses/actor_loss,task_1_1__no_cooperation,General/shaped_reward_annealed_agent1,General/shaped_reward_agent0,Losses/reg_loss,_timestamp,returned_episode,Losses/total_loss,returned_episode_returns,returned_episode_lengths,_runtime,Advantage_Targets/targets,Advantage_Targets/advantages,task_0_0__asymm_advantages,Losses/entropy,Evaluation/4__easy_layout,Scaled_returns/evaluation_4__easy_layout_scaled,Scaled_returns/evaluation_3__smallest_kitchen_scaled,reward,General/update_step,Evaluation/0__asymm_advantages,global_step,Scaled_returns/returned_episode_returns_scaled,General/env_index,Scaled_returns/evaluation_2__square_arena_scaled,explore,General/learning_rate,General/explore,General/steps_for_env,task_2_2__square_arena,task_4_4__easy_layout,task_5_5__cramped_room,Evaluation/5__cramped_room,Scaled_returns/evaluation_0__asymm_advantages_scaled,Losses/value_loss,General/env_step,Scaled_returns/evaluation_5__cramped_room_scaled,_step,Evaluation/1__no_cooperation,Evaluation/2__square_arena,General/shaped_reward_agent1,General/shaped_reward_annealed_agent0,Scaled_returns/evaluation_1__no_cooperation_scaled,task_3_3__smallest_kitchen,Evaluation/3__smallest_kitchen
,,,,,1746882213.6041825,,,,,1921.440369669,,,,,,0.70046085,,,,,17799,,,,,,,,,,,,,,,,8291,,,,,,,
,,,,,1746882213.6050215,,,,,1921.440442147,,,,,,,,0.33203125,,,17799,,,,,,,,,,,,,,,,8297,,,,,,,
,,,,,1746882218.1803887,,,,,1921.441102227,,,,0.8072735,,,,,,,17874,,,,,,,,,,,,,,,,8318,,,,,,,
,,,,,1746882227.3332179,,,,,1921.44244327,,,,,,,,,,340.0,18024,,,,,,,,,,,,,,,,8371,,,,,,,
,,,,,1746882231.911131,,,,,1921.442959098,,,,,,,,,,,18099,,,,,,,,,,,,,,,,8409,,,,,,,68.0
,,,0.11767578,,1746882231.9116738,,,,,1921.443057762,,,,,,,,,,,18099,,,,,,,,,,,,,,,,8416,,,,,,,
,,,,,1746882241.0658143,,,,,1921.44394898,,,,,,,,,,,18249,,,,,,,,,,,0.0,,,,,8481,,,,,,,
,,,,,1746882245.6403172,,,,,1921.444336958,,,,,,,,,,324.0,18324,,,,,,,,,,,,,,,,8511,,,,,,,
,,,,,1746882245.643135,,,,400.0,1921.444710353,,,,,,,,,,,18324,,,,,,,,,,,,,,,,8540,,,,,,,
,,,,,1746882250.2173135,,,,,2041.472136079,,,,,180.0,,,,,,18399,,,,,,,,,,,,,,,,8550,,,,,,,
,,,,,1746882250.219143,,41.710197,,,2041.472429319,,,,,,,,,,,18399,,,,,,,,,,,,,,,,8565,,,,,,,
,,,,,1746882250.2201786,,,,,2041.473059907,,,,,,0.8294931,,,,,18399,,,,,,,,,,,,,,,,8571,,,,,,,
,,,,,1746882259.3695266,,,,,2041.476229625,,,,,,,,,,,18549,,,,,,,,,,,,,,,,8617,12.0,,,,,,
,,,,,1746882259.3696573,,,,,2041.47625903,,,,,,,,,,,18549,,,,,,,,,,,,,,,,8619,,,,,,,104.0
,,,,,1746882263.9483294,,,,,2041.476933716,,,,,,,,,3000.0,,18624,,,,,,,,,,,,,,,,8666,,,,,,,
,,,,,1746882268.523995,,,,,2041.477293383,,,,,,,,,,,18699,,,,,,,,,,,0.0,,,,,8691,,,,,,,
,,,,,1746882268.5251448,,,,,2041.477434663,,,,,,,,,,,18699,,,,,,,6297600.0,,,,,,,,,8700,,,,,,,
,,,,,1746882268.5264819,,,,,2041.477570536,,,,,,,0.3464567,,,,18699,,,,,,,,,,,,,,,,8710,,,,,,,
,,,,,1746882273.0988014,,,,,2041.477830372,,,,,,,,,,,18774,,,,,0.0003,,,,,,,,,,,8730,,,,,,,
,,,,,1746882277.6734705,,,,,2041.478266287,,,,,172.0,,,,,,18849,,,,,,,,,,,,,,,,8760,,,,,,,
,,,,,1746882277.674834,,,,,2041.478468384,,,,,,,,,,,18849,,,,,,,,,,,,,74.92171,,,8776,,,,,,,
,,,,,1746882286.8219435,,,,,2041.479569268,,,,,,,,,,,18999,,,,,,,,,,,,,,,,8829,,,,,,,88.0
,,,,,1746882286.8219738,,,,,2041.479589679,,,,,176.0,,,,,,18999,,,,,,,,,,,,,,,,8830,,,,,,,
,,,,,1746882286.8251681,,,,400.0,2041.480522666,,,,,,,,,,,18999,,,,,,,,,,,,,,,,8855,,,,,,,
,,,,,1746882291.3987105,,,,,2041.48077854,,,,,,,,,,,19074,,,,,,,,,,,,,,,,8873,,,,0.015946595,,,
,,,,,1746882300.5473673,,,,,2041.481773225,,,,,,,,,3600.0,,19224,,,,,,,,,,,,,,,,8946,,,,,,,
,,,,,1746882300.5477796,,,,,2041.481798262,,,,0.74760664,,,,,,,19224,,,,,,,,,,,,,,,,8948,,,,,,,
,,,,,1746882305.1961062,,,,,2041.482200076,,,,,,,,,,,19299,,,,,0.0003,,,,,,,,,,,8975,,,,,,,
,,,,,1746882305.1972065,,,,,2041.482424116,,,,,,,0.31496063,,,,19299,,,,,,,,,,,,,,,,8990,,,,,,,
,,,,,1746882309.7701473,,,,,2041.482584883,,,,,,,,,,336.0,19374,,,,,,,,,,,,,,,,9001,,,,,,,
,,,,,1746882314.3449914,,,,,2041.483152409,,,,,,,,,,,19449,,,,,,,,,,,,,,,,9039,,,,,,,76.0
,,,,,1746882314.347107,,,,,2041.483835149,,,,,,,,,,,19449,,,,,,,,,,,,,,,,9058,,,,,0.07017544,,
,,,,,1746882314.3473015,0.0078125,,,,2041.483969027,,,,,,,,,,,19449,,,,,,,,,,,,,,,,9064,,,,,,,
,,,,,1746882314.3477728,,,,400.0,2041.483992298,,,,,,,,,,,19449,,,,,,,,,,,,,,,,9065,,,,,,,
,,,,,1746882318.918702,,,,,2041.48411159,27.19083,,,,,,,,,,19524,,,,,,,,,,,,,,,,9070,,,,,,,
,,,,,1746882503.7306125,,,,,2281.544220876,,,,,,,,,,,19605,,,,,,0.0,,,,,,,,,,9115,,,,,,,
,,,,,1746882503.732814,,,,,2281.544413909,,,,,,,,,,,19605,,,0.0,,,,,,,,,,,,,9130,,,,,,,
,,,,,1746882508.2256947,,,,,2281.544601309,,,,,180.0,,,,,,19680,,,,,,,,,,,,,,,,9146,,,,,,,
,,,,,1746882508.2259955,,,,,2281.544657798,,,,,,,,,,,19680,,,,,0.0003,,,,,,,,,,,9151,,,,,,,
,,,,,1746882517.2139814,,,,,2281.54590827,,,,,180.0,,,,,,19830,,,,,,,,,,,,,,,,9216,,,,,,,
,,,,,1746882517.2161992,,1.3619719,,,2281.546355246,,,,,,,,,,,19830,,,,,,,,,,,,,,,,9231,,,,,,,
,,,,,1746882521.7095575,,,,,2281.547232981,,,,,,,,,,,19905,,5.0,,,,,,,,,,,,,,9253,,,,,,,
,,,,,1746882521.709613,,,,,2281.547246123,,,,,,,,,,,19905,,,,,,,,,,,,,,768000.0,,9254,,,,,,,
,,,,,1746882521.7114398,,,,,2281.547378301,,,,0.8858794,,,,,,,19905,,,,,,,,,,,,,,,,9264,,,,,,,
,,,,,1746882526.207218,,,,,2281.547802813,,,,,,,,,,,19980,,,,,,,921600.0,,,,,,,,,9296,,,,,,,
,,,,,1746882526.2082102,,,,,2281.547908038,,,,,,,,,,,19980,,,,,,,,,,,,,,,,9304,,,,,0.05263158,,
,,,,,1746882535.2048945,,,,,2281.548955927,,,,,,,,0.01953125,,,20130,,,,,,,,,,,,,,,,9383,,,,,,,
,,,,,1746882539.7051532,,,,400.0,2281.549404404,,,,,,,,,,,20205,,,,,,,,,,,,,,,,9416,,,,,,,
,,,,,1746882544.2008648,,,,,2281.549853331,,,,,,,,,,,20280,,,,,,,,,,,,,,,0.0,9448,,,,,,,
,,,,,1746882544.2010303,,,,400.0,2281.549887865,,,,,,,,,,,20280,,,,,,,,,,,,,,,,9451,,,,,,,
,,,,,1746882548.6983006,,,,,2281.550621501,,,,0.9270068,,,,,,,20355,,,,,,,,,,,,,,,,9474,,,,,,,
,,,,,1746882553.19459,,,,,2281.551169143,,,,,,,,,,,20430,,,,,,,,,,,,,,,,9495,,,,,,,20.0
,,,,,1746882553.1956148,,,,,2281.551570562,,,,,,,,,,,20430,,,,,,,,,,,,,,,,9503,,,0.0107421875,,,,
,,,,,1746882553.1957173,,,,,2281.551585412,,,,,,,,,,,20430,,,,,,,,,,,,,,,,9504,,,,0.0067663123,,,
,,,,,1746882553.1985126,,,,,2281.551861111,,,,,,,,,,,20430,0.0,,,,,,,,,,,,,,,9524,,,,,,,
,,,,,1746882557.6945584,,,,,2281.551898962,,,,,,,,,,356.0,20505,,,,,,,,,,,,,,,,9527,,,,,,,
,,,,,1746882557.6952474,,,,,2281.551974871,,,,,,,,,,,20505,,5.0,,,,,,,,,,,,,,9533,,,,,,,
,,,0.0073242188,,1746882557.6958418,,,,,2281.552034399,,,,,,,,,,,20505,,,,,,,,,,,,,,,,9537,,,,,,,
,,,,,1746882562.1957781,,,,,2281.552370119,,,,,,,,,,,20580,,,,,,,,,,,,,,,,9564,,0.0,,,,,
,,,,,1746882566.699052,,,,,2281.552799743,,,,,,,,,,,20655,,,,,,,,,,,,,,,,9600,,,,,,,24.0
,,,,,1746882566.7013953,,,,,2281.553034559,,,,,,,,,,,20655,,,,,,,,,,,,0.84581494,,,,9618,,,,,,,
,,,,,1746882575.69985,,,,,2281.553865606,,,,,,,,,1275.0,,20805,,,,,,,,,,,,,,,,9682,,,,,,,
,,,,,1746882575.7005332,,,,,2281.553978804,,,,,,,0.062992126,,,,20805,,,,,,,,,,,,,,,,9691,,,,,,,
,,,,,1746882575.7006028,,,,,2281.554008091,,,,,,,,,,,20805,,,,,,,,,,,,,,,0.07017544,9693,,,,,,,
,,0.014583218,,,1746882584.6964462,,,,,2281.555572255,,,,,,,,,,,20955,,,,,,,,,,,,,,,,9750,,,,,,,
,,,,,1746882584.6972098,,3.2766907,,,2281.555866037,,,,,,,,,,,20955,,,,,,,,,,,,,,,,9756,,,,,,,
,,,,,1746882589.1960258,,,,,2281.556273158,,,,0.9529598,,,,,,,21030,,,,,,,,,,,,,,,,9789,,,,,,,
,,,,,1746882598.1967208,,,,,2281.556961611,,,,,,,,,,,21180,,5.0,,,,,,,,,,,,,,9848,,,,,,,
,,,,,1746882602.6987255,,,,,2281.55755869,,,,,,,,,,,21255,,,,,,,,,,,,,,,,9899,,,,,0.03508772,,
,,,,,1746882602.6988018,,,,,2281.557581892,,,,,,,0.015748031,,,,21255,,,,,,,,,,,,,,,,9901,,,,,,,
,,,,,1746882611.6967163,,,,,2401.583239296,,-2.6743202,,,,,,,,,21405,,,,,,,,,,,,,,,,9945,,,,,,,
,,,,,1746882611.6986065,,,,,2401.583765643,,,,,,,,,,,21405,,,,,,0.0,,,,,,,,,,9955,,,,,,,
,,,,,1746882611.7011147,,,,,2401.583992143,,,,,,0.8294931,,,,,21405,,,,,,,,,,,,,,,,9972,,,,,,,
,,,,1.1848578,1746882616.1983542,,,,,2401.584354827,,,,,,,,,,,21480,,,,,,,,,,,,,,,,10000,,,,,,,
,,,,,1746882616.1990607,,,,,2401.584466577,,,,,,,,,,,21480,,,,0.0,,,,,,,,,,,,10009,,,,,,,
,,,,,1746882620.6942458,,,,,2401.584535996,,-2.4934273,,,,,,,,,21555,,,,,,,,,,,,,,,,10015,,,,,,,
,,,,,1746882620.694379,,,,,2401.584563323,,,,,,,,,,344.0,21555,,,,,,,,,,,,,,,,10017,,,,,,,
,,,,,1746882620.694576,,,,,2401.584588948,,,,,,,,,,,21555,,,,,,,,,,,,,,,,10019,,0.0,,,,,
,,,,,1746882620.6955678,,,,,2401.584674067,,,,,,,,,,,21555,,,,,0.0003,,,,,,,,,,,10026,,,,,,,
,,,,,1746882625.1928396,,,,,2401.585003364,,,,,,,,,,340.0,21630,,,,,,,,,,,,,,,,10052,,,,,,,
,,,,,1746882629.692656,,,,,2401.58547222,,,,,,,,,,,21705,,,,,,,,,,,,,,,,10088,12.0,,,,,,
,,,,,1746882629.6955168,,,,,2401.585756651,,,,,,,,,,,21705,,,0.0,,,,,,,,,,,,,10110,,,,,,,
,,,,,1746882634.193861,,,,,2401.586141923,,,,,,,,,,,21780,,,,,,,,,,,,0.60792947,,,,10143,,,,,,,
,,,,,1746882638.6908562,,,,,2401.58630288,,,,,,,,,,364.0,21855,,,,,,,,,,,,,,,,10157,,,,,,,
,,,,,1746882638.6919541,,,,,2401.586369613,,,,,,,,,,,21855,,5.0,,,,,,,,,,,,,,10163,,,,,,,
,,,,,1746882638.6937346,,,,,2401.586535231,,,,,,,,,,,21855,,,,,,,,,,,,,27.40579,,,10177,,,,,,,
,,,,,1746882643.191111,,,,,2401.587052043,,,,,,,,,,,21930,,,,,,,,,,,132.0,,,,,10197,,,,,,,
,,,,,1746882643.1922762,,,,,2401.587244531,,,,,,,,,,,21930,,,,,,,4915200.0,,,,,,,,,10206,,,,,,,
,,,,,1746882643.1932642,,,,,2401.587401038,,,,,,,,,,,21930,,,,,,,,,,,,,32.96658,,,10212,,,,,,,
,,,,,1746882643.1942034,,,,,2401.587535847,,,,,,,,,,,21930,,,,,,,,,,,,,,,0.57894737,10218,,,,,,,
,,,,,1746882652.188684,,,,,2401.588382239,18.858826,,,,,,,,,,22080,,,,,,,,,,,,,,,,10261,,,,,,,
,,,,,1746882652.1914845,,,,,2401.588659238,,,,,,,,,,,22080,,,0.0,,,,,,,,,,,,,10285,,,,,,,
,,,,,1746882656.691607,,,,,2401.589059517,,,,,,,,,,,22155,,,,,,,,,,,,,,,,10319,,,,,0.01754386,,
,,,,,1746882656.691782,,,,,2401.589082963,,,,,,,0.0,,,,22155,,,,,,,,,,,,,,,,10321,,,,,,,
,,,,,1746882661.1902447,,,,,2401.589345211,,,,,,,,,,,22230,,,,,,,,,,,,,,,,10344,,,,0.027615841,,,
,,,,,1746882665.69113,0.0078125,,,,2401.589952466,,,,,,,,,,,22305,,,,,,,,,,,,,,,,10395,,,,,,,
-0.0021357015,,,,,1746882670.1896718,,,,,2401.590238955,,,,,,,,,,,22380,,,,,,,,,,,,,,,,10418,,,,,,,
,,,,,1746882670.1918051,,,,,2401.590408866,,,,,,,,0.29296875,,,22380,,,,,,,,,,,,,,,,10433,,,,,,,
,,,,,1746882670.1919265,,,,,2401.590419701,,,,,,,,,,,22380,0.60885245,,,,,,,,,,,,,,,10434,,,,,,,
,,0.024187908,,,1746882674.814968,,,,,2401.590942517,,,,,,,,,,,22455,,,,,,,,,,,,,,,,10450,,,,,,,
,,,,,1746882674.8161714,,,,,2401.591315463,,,,,,0.8294931,,,,,22455,,,,,,,,,,,,,,,,10462,,,,,,,
,,,,,1746882679.3118186,,,,,2401.591697155,,,,,,,,,,360.0,22530,,,,,,,,,,,,,,,,10472,,,,,,,
,,,,,1746882683.8136823,,,,,2401.592780066,,,,,,,,,,,22605,,,,0.0,,,,,,,,,,,,10534,,,,,,,
,,,,,1746882688.3116763,,,,,2401.592960063,,,,,,,,,,,22680,,,,,,0.0,,,,,,,,,,10550,,,,,,,
,,,,,1746882692.812256,,,,,2401.593533579,,,,,,,,,,,22755,,,,,,,,,,,,,,,,10599,,,,,0.0,,
,,,,,1746882692.813356,,,,,2401.593642977,,,,,,,,0.32226562,,,22755,,,,,,,,,,,,,,,,10608,,,,,,,
,,,,,1746882697.3134286,,,,,2401.593957637,,,,,,,,,,,22830,,,0.0,,,,,,,,,,,,,10635,,,,,,,
,,,,,1746882701.810392,,,,,2401.594129839,,,,,,,,,,,22905,,,,,,,,,,,,,,,,10648,0.0,,,,,,
,,,,,1746882701.812352,,26.868193,,,2401.594368596,,,,,,,,,,,22905,,,,,,,,,,,,,,,,10666,,,,,,,
,,,,,1746882701.8136976,,,143.81836,,2401.594513769,,,,,,,,,,,22905,,,,,,,,,,,,,,,,10677,,,,,,,
,,,,,1746882706.3120332,,,,,2401.59479206,,,,0.7307045,,,,,,,22980,,,,,,,,,,,,,,,,10699,,,,,,,
,,,,1.2946432,1746882710.8118143,,,,,2401.59582951,,,,,,,,,,,23055,,,,,,,,,,,,,,,,10735,,,,,,,
,,,,,1746882710.8127196,,,,,2401.595936262,,,,,,,,,,,23055,,,0.0,,,,,,,,,,,,,10740,,,,,,,
,,,,,1746882715.3085978,,,,,2401.596636184,,,,,,,,,,,23130,,5.0,,,,,,,,,,,,,,10758,,,,,,,
,,,,,1746882715.3086896,,,,,2401.596675083,,,,,,,,,,,23130,,,,,0.0003,,,,,,,,,,,10761,,,,,,,
,,0.009409534,,,1746882715.3088038,,,,,2401.596815266,,,,,,,,,,,23130,,,,,,,,,,,,,,,,10765,,,,,,,
-0.003304125,,,,,1746882715.309497,,,,,2401.596866564,,,,,,,,,,,23130,,,,,,,,,,,,,,,,10768,,,,,,,
,,,,,1746882715.310163,,,,,2401.596990136,,,,,,,0.015748031,,,,23130,,,,,,,,,,,,,,,,10776,,,,,,,
,,,,,1746882715.3107083,,,,,2401.597038658,,,,,,,,,,,23130,,,,0.0,,,,,,,,,,,,10779,,,,,,,
,,,,,1746882715.3108368,,,,,2401.597096066,,,,,,,,0.3515625,,,23130,,,,,,,,,,,,,,,,10783,,,,,,,
,,,,,1746882719.8072634,,,,,2401.597136337,23.195618,,,,,,,,,,23205,,,,,,,,,,,,,,,,10786,,,,,,,
,,,,1.9843633,1746882719.8099108,,,,,2401.597412755,,,,,,,,,,,23205,,,,,,,,,,,,,,,,10805,,,,,,,
,,,,,1746882719.8112068,0.0078125,,,,2401.597570779,,,,,,,,,,,23205,,,,,,,,,,,,,,,,10815,,,,,,,
,,,,,1746882719.8116834,,,,,2401.597615976,,,,,,,,0.34179688,,,23205,,,,,,,,,,,,,,,,10818,,,,,,,
,,,,,1746882724.3078563,,,,,2401.597959945,,,,,,,,,,,23280,,,,,,,,,,,,0.84581494,,,,10843,,,,,,,
,,,,,1746882724.3089597,,,148.89648,,2401.598091511,,,,,,,,,,,23280,,,,,,,,,,,,,,,,10852,,,,,,,
,,,,,1746882728.80699,,,,,2521.625583008,,,,0.7426453,,,,,,,23355,,,,,,,,,,,,,,,,10875,,,,,,,
,,,,,1746882728.8074172,,,,,2521.625690953,,,,,,,0.0,,,,23355,,,,,,,,,,,,,,,,10882,,,,,,,
,,,,,1746882733.3086228,,,,,2521.626755162,,,,,,,,,,,23430,,,,,,,,,,,,,,,0.7368421,10919,,,,,,,
,,,,,1746882733.308928,0.0078125,,,,2521.626801884,,,,,,,,,,,23430,,,,,,,,,,,,,,,,10921,,,,,,,
