_step,_runtime,General/env_index,global_step,_timestamp,Scaled_returns/evaluation_4__easy_layout_scaled,reward,Scaled_returns/evaluation_1__square_arena_scaled,General/explore,General/learning_rate,Losses/entropy,Losses/actor_loss,returned_episode_returns,General/env_step,Scaled_returns/evaluation_5__cramped_room_scaled,returned_episode,General/shaped_reward_annealed_agent0,Losses/value_loss,General/shaped_reward_agent1,Evaluation/0__smallest_kitchen,Evaluation/5__cramped_room,Advantage_Targets/targets,General/shaped_reward_agent0,Scaled_returns/returned_episode_returns_scaled,Losses/total_loss,Scaled_returns/evaluation_2__asymm_advantages_scaled,Evaluation/1__square_arena,Evaluation/3__no_cooperation,Losses/reg_loss,Evaluation/2__asymm_advantages,Scaled_returns/evaluation_0__smallest_kitchen_scaled,General/steps_for_env,Evaluation/4__easy_layout,General/update_step,explore,Scaled_returns/evaluation_3__no_cooperation_scaled,General/shaped_reward_annealed_agent1,returned_episode_lengths,Advantage_Targets/advantages
8924,1801.329711467,,19149,1746882064.9398332,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,
8950,1801.330009249,,19224,1746882069.5303423,,,,,,,,,,,,,,,,,,,,40.356045,,,,,,,,,,,,,,
8974,1801.330287056,,19299,1746882074.1203108,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,1801.331151636,,19449,1746882083.3046372,,,,,,,,,,,,,,,,,,,,,,,,,,,7833600.0,,,,,,,
9053,1801.331185532,,19449,1746882083.3051035,,,,,,0.8595871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9086,1801.331807014,,19524,1746882087.964488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900.0,,,,,
9109,1921.359659533,,19605,1746882215.7874157,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,
9118,1921.359776008,,19605,1746882215.7888126,,,,,,,,,,,,,,0.0029296875,,,,,,,,,,,,,,,,,,,,
9165,1921.360348057,,19680,1746882220.3228426,,,,,,,,,,,,,,,,,,,,,0.2907489,,,,,,,,,,,,,
9181,1921.360539793,,19755,1746882224.854636,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,
9193,1921.360680166,,19755,1746882224.8558524,,,,,,,-0.0007453111,,,,,,,,,,,,,,,,,,,,,,,,,,,
9195,1921.360704368,,19755,1746882224.8559096,,,,,,,,,,,,,,,,,,,,,,,,4.023317,,,,,,,,,,
9217,1921.360958248,,19830,1746882229.3895118,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
9275,1921.362153326,,19905,1746882233.9257693,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,
9276,1921.362172083,,19905,1746882233.9257958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,
9282,1921.362545361,,19980,1746882238.4587855,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,
9302,1921.36279012,,19980,1746882238.4606853,,,,,,,,,,,,,0.0805482,,,,,,,,,,,,,,,,,,,,,
9307,1921.362852184,,19980,1746882238.4608462,0.8110599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9333,1921.363149384,,20055,1746882242.9965227,,,,,,,-0.0014140562,,,,,,,,,,,,,,,,,,,,,,,,,,,
9370,2041.385133536,,20130,1746882247.5336037,,,,,,,,,,,,,,,,,,,,,,,,2.1463847,,,,,,,,,,
9374,2041.385187591,,20130,1746882247.533979,,,0.1081081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9417,2041.385698908,,20205,1746882252.0721703,,,,,,,,2.5097656,,,,,,,,,,,,,,,,,,,,,,,,,,
9447,2041.38604255,,20280,1746882256.6085234,0.8110599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9458,2041.386508055,,20355,1746882261.1421673,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,
9493,2041.387495958,,20430,1746882265.6782537,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,
9517,2041.387790643,,20430,1746882265.6803594,0.8110599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9574,2041.388448181,,20580,1746882274.7513025,,,,,,,,,,,,0.022858001,,,,,,,,,,,,,,,,,,,,,,
9580,2041.388518388,,20580,1746882274.7519548,,,,,,,,,,,,,,,,,,,,,,,,2.508222,,,,,,,,,,
9645,2041.389299311,,20730,1746882283.8254855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048392095,,
9689,2041.390325623,,20805,1746882288.3635032,,,0.16988416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9721,2041.39099752,,20880,1746882292.8998222,,,,,,,,,,,,,,,,,,,,15.971659,,,,,,,,,,,,,,
9738,2041.391193335,,20955,1746882297.434656,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,
9767,2041.391523525,,20955,1746882297.4373732,,,,,,,,121.259766,,,,,,,,,,,,,,,,,,,,,,,,,,
9770,2041.391557949,,21030,1746882301.970381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.7939618
9814,2041.392051986,,21105,1746882306.5075114,,,,,,,,,3225600.0,,,,,,,,,,,,,,,,,,,,,,,,,
9848,2041.392443693,5.0,21180,1746882311.042492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9855,2041.392521682,,21180,1746882311.0432017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052481063,,
9870,2041.39268942,,21180,1746882311.044515,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,
9879,2041.392789224,,21255,1746882315.5783634,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,
9893,2041.392945165,,21255,1746882315.579499,,,,,,,-0.0021194255,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904,2041.393400925,,21255,1746882315.580467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
9915,2041.393701715,,21330,1746882320.113682,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,
9928,2041.394133794,,21330,1746882320.114608,,,,,,,-0.000872719,,,,,,,,,,,,,,,,,,,,,,,,,,,
9936,2041.394462304,,21330,1746882320.115514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33333334,,,
9955,2041.394715964,,21405,1746882324.649102,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9957,2041.394741515,,21405,1746882324.6497836,,,,,,,,,,,,,,,,,,0.1274414,,,,,,,,,,,,,,,,
10020,2041.395480347,,21555,1746882333.720138,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,
10030,2041.395595575,,21555,1746882333.721066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051291313,,
10057,2041.395897498,,21630,1746882338.2568839,,,,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,
10059,2041.395928202,,21630,1746882338.256955,,,,,,,,,4300800.0,,,,,,,,,,,,,,,,,,,,,,,,,
10101,2041.396405661,,21705,1746882342.7945397,,,,,,,,,,,,,,,,,,,,,,,,,,,4454400.0,,,,,,,
10119,2041.396611671,,21705,1746882342.7965658,,,,,,,,,,,,,,,,,,,0.7187586,,,,,,,,,,,,,,,
10124,2041.396833648,,21780,1746882347.330098,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,
10137,2041.397083185,,21780,1746882347.331277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.0,,,,,
10145,2041.397232975,,21780,1746882347.332132,,,,,,,,,,,,,,,,,,,,,0.04405286,,,,,,,,,,,,,
10263,2041.399204265,,22080,1746882365.4747667,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,
10266,2041.399236645,,22080,1746882365.474859,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.0,,,,,,
10271,2041.399292017,,22080,1746882365.4756496,,,,,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10322,2161.423472638,,22155,1746882370.013154,0.8294931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10343,2161.423720325,,22230,1746882374.5482311,,,,,,,,,,,,,,0.14648438,,,,,,,,,,,,,,,,,,,,
10365,2161.423977006,,22305,1746882379.083527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0894394
10371,2161.424046324,,22305,1746882379.0837426,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,,
10377,2161.424112998,,22305,1746882379.0846465,,,,,,,,,,,,,,,,,,0.1586914,,,,,,,,,,,,,,,,
10451,2161.426069835,,22455,1746882388.1587217,,,,,,,,,,,,,,,,,,,,,,,,,,,5990400.0,,,,,,,
10468,2161.426275088,,22455,1746882388.1604776,,0.4296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10522,2161.426905374,,22605,1746882397.2310538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3075.0,,,,,
10540,2161.427109783,,22680,1746882401.764555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.9793224
10601,2161.42782822,,22755,1746882406.408097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28070176,,,
10631,2161.428173876,,22830,1746882410.9437673,,,,,,,,,,,,,,,,,,,,50.645447,,,,,,,,,,,,,,
10668,2161.429041014,,22905,1746882415.4794784,,,,,,,,,,,,,,,,,,,,,,,,,,0.15748031,,,,,,,,
10725,2161.430194438,,23055,1746882424.548425,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10745,2161.430438961,,23055,1746882424.5507286,,,,,,,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,
10747,2161.430460367,,23055,1746882424.5507855,,,,,,,,188.7793,,,,,,,,,,,,,,,,,,,,,,,,,,
10878,2161.431958782,,23355,1746882442.692502,,,,,,,,,,,,,,,,,,,,,,,,,,0.17322835,,,,,,,,
10879,2161.431971298,,23355,1746882442.6925354,,,0.15444015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10886,2161.432217063,,23355,1746882442.6931384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,
