task_2_2__no_cooperation,General/shaped_reward_annealed_agent0,Advantage_Targets/targets,task_5_5__asymm_advantages,Scaled_returns/evaluation_5__asymm_advantages_scaled,Evaluation/0__smallest_kitchen,_timestamp,_runtime,General/shaped_reward_annealed_agent1,Evaluation/1__square_arena,Evaluation/4__cramped_room,Scaled_returns/evaluation_1__square_arena_scaled,General/learning_rate,Losses/total_loss,General/env_step,Evaluation/2__no_cooperation,explore,Evaluation/5__asymm_advantages,Scaled_returns/evaluation_4__cramped_room_scaled,Losses/actor_loss,returned_episode,Advantage_Targets/advantages,General/explore,General/shaped_reward_agent0,Losses/value_loss,Scaled_returns/evaluation_2__no_cooperation_scaled,Scaled_returns/evaluation_0__smallest_kitchen_scaled,Losses/reg_loss,returned_episode_returns,returned_episode_lengths,_step,Evaluation/3__easy_layout,Losses/entropy,General/env_index,General/update_step,General/steps_for_env,reward,global_step,task_1_1__square_arena,task_4_4__cramped_room,task_0_0__smallest_kitchen,Scaled_returns/returned_episode_returns_scaled,Scaled_returns/evaluation_3__easy_layout_scaled,General/shaped_reward_agent1,task_3_3__easy_layout
,,,,,,1746882240.3809974,1921.339890022,,,,,,,,,,,,,,,,,,,,,,,9299,,1.1428998,,,,,19980.0,,,,,,,
,,,,,,1746882240.3821483,1921.340060422,,,,,,,,,,,,,,,,,,,,,,,9313,,,,,,0.0,19980.0,,,,,,,
,,,,,,1746882245.1213048,1921.340150803,,,0.0,,,,,,,,,,,,,,,,,,,,9321,,,,,,,20055.0,,,,,,,
,,,,,,1746882245.1239228,1921.340451606,,,,,,,,,,,,,,,,,,,,,21.240234,,9347,,,,,,,20055.0,,,,,,,
,,,,,,1746882249.86422,1921.340598799,,,,,,,,,,,,,,,0.0,,,,,,,,9360,,,,,,,20130.0,,,,,,,
,,,,,,1746882259.3482482,2041.362281005,,,,,,,,,,,,,,,,,,,,1.171432,,,9440,,,,,,,20280.0,,,,,,,
,,,,,,1746882259.3485072,2041.362593722,,,,,,,,,,,,,,,,,,0.0,,,,,9445,,,,,,,20280.0,,,,,,,
,,,,,,1746882259.3491738,2041.362868028,,,,,,,,,,,,,,,,,,,,,,,9454,,,,,,,20280.0,,,,0.04405286,,,
,,,,,,1746882264.0889404,2041.363066021,0.0,,,,,,,,,,,,,,,,,,,,,,9470,,,,,,,20355.0,,,,,,,
,,,,,,1746882264.090082,2041.363210752,,,,,,,,,,,,,,,,,,,,,,,9481,,,,,,,20355.0,,,,,0.0,,
,,-0.0009793588,,,,1746882268.8297935,2041.363338389,,,,,,,,,,,,,,,,,,,,,,,9491,,,,,,,20430.0,,,,,,,
,,,,,,1746882268.8308513,2041.363476045,,,,,,,,,,,,,,,,,,,,,,,9503,,,,,,,20430.0,,,,,,0.0,
,,,,,,1746882278.317583,2041.36443425,,,,,,,,,,,,,,,,,,,,,,,9586,,,,,,,20580.0,,,,,0.0,,
,,,,,,1746882283.0625868,2041.364665572,,,,,,,,,,,,,,,,0.0029296875,,,,,,,9607,,,,,,,20655.0,,,,,,,
,,,,,,1746882283.06446,2041.364863465,,,,,,,,,0.0,,,,,,,,,,,,,,9624,,,,,,,20655.0,,,,,,,
,,,,,,1746882287.8070617,2041.364987883,,,,,,,,,,,,,,,,,,,,,,,9635,0.0,,,,,,20730.0,,,,,,,
,0.0,,,,,1746882287.8079185,2041.365087682,,,,,,,,,,,,,,,,,,,,,,,9644,,,,,,,20730.0,,,,,,,
,,,,,,1746882292.551203,2041.365595859,,,,,,,,,,,,,,,,,,,,,,,9670,0.0,,,,,,20805.0,,,,,,,
,,,,,,1746882297.29767,2041.367082434,,,,,,,,,0.0,,,,,,,,,,,,,,9729,,,,,,,20880.0,,,,,,,
,,,,,,1746882302.0406742,2041.367331324,0.13807514,,,,,,,,,,,,,,,,,,,,,,9750,,,,,,,20955.0,,,,,,,
,,,,,,1746882302.040776,2041.367368059,,,,,,,,,,,,-0.004504117,,,,,,,,,,,9753,,,,,,,20955.0,,,,,,,
,,,,,,1746882306.7844534,2041.367705559,,,,,,,,,,,,,,,,,,,,,,,9783,,,,,,,21030.0,,,,,,0.22509766,
,,,,0.3524229,,1746882306.785662,2041.367869963,,,,,,,,,,,,,,,,,,,,,,,9798,,,,,,,21030.0,,,,,,,
,,,,,,1746882311.529948,2041.368215443,,,,0.0,,,,,,,,,,,,,,,,,,,9829,,,,,,,21105.0,,,,,,,
,,,,,,1746882316.2728257,2041.368541795,,,,,,,,,,,,-0.0033330817,,,,,,,,,,,9858,,,,,,,21180.0,,,,,,,
,,,,,,1746882316.274194,2041.368698014,,,,,,,,,,,,,,,,,,,,,171.2793,,9872,,,,,,,21180.0,,,,,,,
,,,,,,1746882321.0170126,2041.368958062,,,,,,,,,,,,,,,,,,,,1.0636302,,,9895,,,,,,,21255.0,,,,,,,
,,,,,,1746882321.0178647,2041.369015015,,,,,,,,,,,,,,,,,,0.0,,,,,9900,,,,,,,21255.0,,,,,,,
,,,,,,1746882330.5067286,2041.370671723,,,,,,,,,,,,,,,,,,,,,,,9964,,0.56380713,,,,,21405.0,,,,,,,
,,,,,,1746882335.2492497,2041.370969751,,,,,,,,,,,,,,,0.0,,,,,,,,9990,,,,,,,21480.0,,,,,,,
,,,,,,1746882335.2508273,2041.371097383,,,,,,46.775757,,,,,,,,,,,,,,,,,10001,,,,,,,21480.0,,,,,,,
,,,,,,1746882344.7353852,2041.371741854,,,,,,,,,,,,,,,,,,,,,,,10058,,,5.0,,,,21630.0,,,,,,,
,,,,,,1746882344.7362466,2041.37178838,,,,,,,,,,,,,,,,0.0029296875,,,,,,,10062,,,,,,,21630.0,,,,,,,
,,,,,,1746882349.479802,2041.372083926,,0.0,,,,,,,,,,,,,,,,,,,,,10088,,,,,,,21705.0,,,,,,,
,,,,,,1746882349.479956,2041.372107768,,,,,,,,,,,,,,,,,,,,,,,10090,0.0,,,,,,21705.0,,,,,,,
,,,,,,1746882358.969193,2041.373152376,,,,,,,,,,,,,,,,0.0,,,,,,,10167,,,,,,,21855.0,,,,,,,
,,,,,,1746882358.9694052,2041.373301728,,,,,,,,,,,,,,,,,,,,,,,10174,,0.6498525,,,,,21855.0,,,,,,,
,,,,,,1746882358.9707012,2041.373579301,,,,,,,,,,,,,,,,,,,,,,,10188,,,,,,0.45898438,21855.0,,,,,,,
,,,,,,1746882363.7124856,2041.373719485,,0.0,,,,,,,,,,,,,,,,,,,,,10193,,,,,,,21930.0,,,,,,,
,,,,,,1746882368.4570343,2041.37464726,,,,,,,,,,,,,,,,,,,,,,,10233,,,5.0,,,,22005.0,,,,,,,
,,,,,,1746882377.9479194,2161.396305647,,,,,,,,,,,,,,,,,69.637955,,,,,,10317,,,,,,,22155.0,,,,,,,
,,,,,,1746882382.6921942,2161.396708033,,,,,,34.89816,,,,,,,,,,,,,,,,,10351,,,,,,,22230.0,,,,,,,
,,,,,,1746882382.6926324,2161.396797555,,,,,,,,,0.0,,,,,,,,,,,,,,10359,,,,,,,22230.0,,,,,,,
,,,,,,1746882382.6927924,2161.396821369,,,,,,,,,,,,,,,,,,,,,,400.0,10361,,,,,,,22230.0,,,,,,,
,,,,,,1746882387.4336529,2161.396921805,,,,,,,,,,,,,,,,,,,,,,,10370,0.0,,,,,,22305.0,,,,,,,
,0.0,,,,,1746882387.4348383,2161.39702168,,,,,,,,,,,,,,,,,,,,,,,10379,,,,,,,22305.0,,,,,,,
,,,,,,1746882387.4349315,2161.397056695,,,,,,,,,,,,,,,,,,,,,,,10382,,,,2775.0,,,22305.0,,,,,,,
,,,,,,1746882401.6641452,2161.398117171,,0.0,,,,,,,,,,,,,,,,,,,,,10473,,,,,,,22530.0,,,,,,,
,,,,,,1746882401.6641743,2161.398128177,,,,,,,,0.0,,,,,,,,,,,,,,,10474,,,,,,,22530.0,,,,,,,
,,,,,,1746882406.4092464,2161.399698161,,,,,,,6297600.0,,,,,,,,,,,,,,,,10514,,,,,,,22605.0,,,,,,,
,,,,,60.0,1746882411.2467399,2161.400039845,,,,,,,,,,,,,,,,,,,,,,,10542,,,,,,,22680.0,,,,,,,
,0.0,,,,,1746882411.247896,2161.400175333,,,,,,,,,,,,,,,,,,,,,,,10554,,,,,,,22680.0,,,,,,,
,,,,,,1746882411.247961,2161.400198712,,,,,,,,,,,,,,,,,,,,,,,10556,,,,,6451200.0,,22680.0,,,,,,,
,,,,,24.0,1746882415.9907823,2161.400444115,,,,,,,,,,,,,,,,,,,,,,,10577,,,,,,,22755.0,,,,,,,
,,,,,,1746882415.9927366,2161.400646308,,,,,,,,,,,,,,,,,,,,1.4053974,,,10595,,,,,,,22755.0,,,,,,,
,,,,,,1746882415.99399,2161.40079904,,,,,,,,,,,,,,,,,,,,,,,10609,,,,,,,22755.0,,,,0.39647576,,,
,,,,,,1746882425.4774327,2161.401256318,,,,,,,,0.0,,,,,,,,,,,,,,,10649,,,,,,,22905.0,,,,,,,
,,,,,,1746882430.219807,2161.401706895,,,,,,,7065600.0,,,,,,,,,,,,,,,,10689,,,,,,,22980.0,,,,,,,
,,,,,,1746882430.2205174,2161.401753299,,,,,,,,,,,,,,,,,,,,,,,10693,,,,,,,22980.0,,,,,,0.24072266,
,,,,,,1746882430.2214477,2161.401889142,,,,,,,,,,,,,,,,,,0.0,,,,,10705,,,,,,,22980.0,,,,,,,
,,,,,,1746882434.9638562,2161.402414144,0.023795059,,,,,,,,,,,,,,,,,,,,,,10730,,,,,,,23055.0,,,,,,,
,,,,,,1746882434.964853,2161.402607536,,,,,,,,,,,,,,,,,,0.0,,,,,10740,,,,,,,23055.0,,,,,,,
,,,,,,1746882439.7053187,2161.402820075,,,,,,,,,,,,,,-5.2865486,,,,,,,,,10750,,,,,,,23130.0,,,,,,,
,,,,,,1746882439.7064745,2161.403445182,,,,,,,,,,,,,,,,,,,,,,,10767,,,,3600.0,,,23130.0,,,,,,,
,,,,,,1746882439.7082539,2161.403638924,,,,,,,,,,,,,,,,,,,,,,,10783,,,,,,0.46875,23130.0,,,,,,,
,,,,,,1746882444.4487817,2161.403661948,,,,,,,,,,,,,,-5.253501,,,,,,,,,10785,,,,,,,23205.0,,,,,,,
,,,,,,1746882444.4489057,2161.403696268,,0.0,,,,,,,,,,,,,,,,,,,,,10788,,,,,,,23205.0,,,,,,,
,,,,,,1746882444.4489648,2161.403717112,,,,,,,,,,,,,,,,,,,,,,,10790,0.0,,,,,,23205.0,,,,,,,
,,,,,,1746882444.4503388,2161.403886751,,,,,,,,,,,,,,,,,,,,1.3915367,,,10805,,,,,,,23205.0,,,,,,,
,,,,,,1746882453.9352932,2161.404494817,,,,,,,,0.0,,,,,,,,,,,,,,,10859,,,,,,,23355.0,,,,,,,
,,,,,,1746882453.9353466,2161.40451647,,,0.0,,,,,,,,,,,,,,,,,,,,10861,,,,,,,23355.0,,,,,,,
,,,,,,1746882458.6780212,2161.404871459,,0.0,,,,,,,,,,,,,,,,,,,,,10893,,,,,,,23430.0,,,,,,,
,,,,,,1746882458.6796734,2161.40505974,,,,,,,,,,,,,,,,,,,,1.0284046,,,10910,,,,,,,23430.0,,,,,,,
