global_step,_timestamp,task_0_0__square_arena,General/env_index,task_2_2__no_cooperation,Scaled_returns/evaluation_3__easy_layout_scaled,Scaled_returns/evaluation_5__smallest_kitchen_scaled,task_3_3__easy_layout,General/shaped_reward_annealed_agent1,Evaluation/2__no_cooperation,_runtime,task_4_4__asymm_advantages,Scaled_returns/evaluation_2__no_cooperation_scaled,Losses/actor_loss,Evaluation/4__asymm_advantages,_step,General/learning_rate,Losses/entropy,task_5_5__smallest_kitchen,General/steps_for_env,returned_episode,returned_episode_returns,Evaluation/1__cramped_room,Evaluation/5__smallest_kitchen,returned_episode_lengths,General/shaped_reward_agent0,Losses/total_loss,Scaled_returns/evaluation_1__cramped_room_scaled,Scaled_returns/returned_episode_returns_scaled,Losses/value_loss,Evaluation/3__easy_layout,General/shaped_reward_agent1,General/update_step,task_1_1__cramped_room,Advantage_Targets/advantages,reward,General/shaped_reward_annealed_agent0,explore,Evaluation/0__square_arena,Scaled_returns/evaluation_4__asymm_advantages_scaled,Losses/reg_loss,General/explore,Scaled_returns/evaluation_0__square_arena_scaled,Advantage_Targets/targets,General/env_step
18399,1746881985.926648,,,,,,,,,1681.235644338,,,,,8564,,,,,,,,,,,,,,,,,,,,,,,,,1.2174561,,,,
18474,1746881990.4918368,,,,,,,,,1681.235815764,,,,,8579,,,,,,,,,,,,,,,,,,,-6.7635617,,,,,,,,,,
18474,1746881990.493349,,,,,,,,,1681.236040029,,,,,8599,,,,,,,,,,,,,,,,,,,,,,,,,1.3930391,,,,
18549,1746881995.0594487,,,,,,,,,1681.236608942,,,,,8627,,,,,,,,,,,,,,,,0.19042969,,,,,,,,,,,,,
18624,1746881999.626711,,,,,,,,,1681.237449903,,,-0.0012836637,,8667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18624,1746881999.6275585,,,,0.0,,,,,1681.237791794,,,,,8675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18699,1746882004.1936488,,,,,,,,,1681.23812945,,,,,8703,,0.6433449,,,,,,,,,,,,,,,,,,,,,,,,,,,
18774,1746882008.7595165,,,,,,,,,1801.256708016,,,,,8723,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
18774,1746882008.7595828,,,,,,,,,1801.256732392,,,,,8725,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
18849,1746882013.3278081,,,,,,,,,1801.257235936,,,,,8764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6604800.0
18924,1746882017.896495,,,,,,,,,1801.257752643,,,,,8809,,0.5746489,,,,,,,,,,,,,,,,,,,,,,,,,,,
18924,1746882017.898022,,,,,,,,,1801.258136363,,,,,8824,,,,,,,,,,,,,0.39647576,,,,,,,,,,,,,,,,
18999,1746882022.4632077,,,,,,,,,1801.258440818,,,,,8839,,,,,,,,,,,,,,,,,,,,,0.0069857803,,,,,,,,
18999,1746882022.4636147,,,,,,,,,1801.258543696,,,,,8844,,0.58845764,,,,,,,,,,,,,,,,,,,,,,,,,,,
19074,1746882027.0289922,,,,,,,,,1801.259368389,,,,,8863,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
19074,1746882027.0311906,,,,,0.0,,,,1801.25967697,,,,,8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19149,1746882031.5950027,,,,,,,,,1801.259846229,,,,,8902,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
19149,1746882031.595542,,,,,,,,,1801.259917125,,,,,8908,,,,,,,,,,,,,,,,0.21728516,,,,,,,,,,,,,
19149,1746882031.5959377,,,,,,,,,1801.259963763,,,,,8912,,,,,,,,,,,,,,,,,3525.0,,,,,,,,,,,,
19149,1746882031.5965137,,,,,,,,,1801.260055121,,0.0,,,8920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19224,1746882036.1618898,,,,,,,,,1801.260334962,,,,,8944,,,,,,,,,,,,,,,,,,,,,0.0038022196,,,,,,,,
19224,1746882036.1632264,,,,,,,,,1801.260507028,,,,,8959,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
19299,1746882040.7280915,,,,,,,,,1801.260788558,,,-0.0028896388,,8983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19299,1746882040.7287374,,,,,,,,,1801.260835419,,,,,8987,,,,,,,,,,,,,,79.31548,,,,,,,,,,,,,,,
19374,1746882045.2945387,,,,,,,,,1801.261271119,,,,,9024,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
19449,1746882049.8603761,,,,,,,,,1801.261546412,,,,,9048,,,,,,,,,,,,,,,,0.21875,,,,,,,,,,,,,
19449,1746882049.8615816,,,,,,,,,1801.261674642,,,,,9059,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
19449,1746882049.861652,,,,0.0,,,,,1801.261697599,,,,,9061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19524,1746882054.427111,,,,,,,,,1801.262283535,,,,,9084,,,,,,,,,,,,,,,,,,,,,9.787653e-05,,,,,,,,
19524,1746882054.4977045,,,,,,,,,1801.262451678,,,,,9093,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9729729,,
19605,1746882181.7360797,,,,,,,,,1921.286106656,,,,,9114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153600.0
19605,1746882181.7376416,,,,,,,,,1921.286258269,,,,,9126,,,,,,,,,,,3.2350569,,,,,,,,,,,,,,,,,,
19680,1746882186.0667908,,,,,,,,,1921.286510505,,,,,9147,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
19680,1746882186.0668259,,5.0,,,,,,,1921.286521118,,,,,9148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19680,1746882186.0675251,,,,,,,,,1921.286589988,,,,,9154,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
19755,1746882190.3992767,,,,,,,,,1921.286953012,,,,,9185,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
19755,1746882190.3997383,,,,,,,,,1921.286963909,,,,,9186,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19755,1746882190.4001615,,,,,,,0.0013808437,,1921.287011758,,,,,9190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19755,1746882190.4007752,,,,,,,,,1921.287121673,,,,,9199,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
19830,1746882194.7352793,,,,,,,,,1921.287391127,,,,,9223,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
19830,1746882194.7362757,,,,,,,,,1921.287554883,,,,,9237,,,,,,,,,,,,,,,,,,,,,,,,0.39647576,,,,,
19905,1746882199.0689662,,,,,,,,,1921.287656848,,,,,9246,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11411222,
19980,1746882203.4103441,,,,,,,,,1921.288327809,,,,,9304,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
20055,1746882207.748169,,,,,0.0,,,,1921.289730347,,,,,9343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20055,1746882207.7485683,,,,,,,,,1921.289774479,,,,,9346,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,
20130,1746882212.0841436,,,,,,,,0.0,1921.289876076,,,,,9354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20130,1746882212.0849993,,,,,,,,,1921.289958474,,,,,9361,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20355,1746882225.1053472,,,,,,,,,1921.291373497,,,,,9475,,,,,,,,,,,,,,,,,,,,,,,,,1.2826066,,,,
20355,1746882225.1058357,,,,,,,,,1921.291424337,,,,,9479,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
20505,1746882233.7879014,,,,,,,,,1921.292183237,,,,,9542,,,,,,,,,,,,,,,,,975.0,,,,,,,,,,,,
20505,1746882233.788655,,,,,,,,,1921.292277341,,0.0,,,9550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20580,1746882238.128837,,,,,,,,,1921.292407648,,,,,9562,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,
20580,1746882238.1299214,,,,,,,0.0028572502,,1921.29254916,,,,,9575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20580,1746882238.13007,,,,,,,,,1921.2926049,,,,,9580,,,,,,,,,,,,,,,,,,,,,,,,,2.6870406,,,,
20655,1746882242.4721646,,,,,,,,,1921.293552848,,,,,9605,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
20655,1746882242.4737542,,,,0.0,,,,,1921.294169275,,,,,9621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20655,1746882242.4748638,,,,,,,,,1921.294254449,,,,,9628,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
20730,1746882246.8151212,,,,,,,,,1921.294365716,,,,,9637,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
20805,1746882251.158397,,,,,,,,,2041.312223265,,,,,9674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2611200.0
20805,1746882251.1605108,,,,,,,,,2041.312716497,,,,,9692,,,,,,,,,,,,,,,,,,,,,,,,0.39647576,,,,,
20880,1746882255.5026343,,,,,,,,,2041.313051051,,,,,9719,,0.5875199,,,,,,,,,,,,,,,,,,,,,,,,,,,
20955,1746882259.8460603,,,,,,,0.0015514062,,2041.313442898,,,,,9750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21030,1746882264.18922,,,,,,,,,2041.313775568,,,,,9777,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
21030,1746882264.190858,,,,,,,,,2041.31397893,,,,,9793,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38610038,,
21030,1746882264.191339,,,,,,,,,2041.314005054,,0.0,,,9795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21030,1746882264.1920738,,,,,,,,,2041.314132449,,,,,9804,,,,,,,,,,,,,0.0048828125,,,,,,,,,,,,,,,,
21105,1746882268.5337923,,,,,,,,,2041.314373865,,,-0.0016275799,,9823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21180,1746882272.8749032,,,,,,,,,2041.314693064,,,,,9847,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
21180,1746882272.8752975,,,,,,,,,2041.314738103,,,,,9851,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21180,1746882272.876355,,,,,,,,,2041.314854754,,,,,9861,,,,,,,,,,,1.6250424,,,,,,,,,,,,,,,,,,
21255,1746882277.2166224,,,,,,,,,2041.315577511,,,-0.0023206463,,9893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21255,1746882277.2173295,,,,,,,,,2041.315654421,,,,,9897,,,,,,,,,,,,,,0.012245867,,,,,,,,,,,,,,,
21255,1746882277.2173746,,,,,,,,,2041.315674184,,,,,9898,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47876447,,
21255,1746882277.2179236,,,,,,,,,2041.315854567,,,,,9906,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,
21330,1746882281.557008,,,,,,,,,2041.316515973,,,,,9924,,,,,,,,,,,,,,,,,,,,,0.015277563,,,,,,,,
21330,1746882281.5571826,,,,,,,,,2041.316591392,,,,,9930,,,,,,,,,,,,,,,,,,,,,,,,,1.4291363,,,,
21330,1746882281.5585535,,,,,,,,,2041.316737048,,,,,9942,,,,,,39.960938,,,,,,,,,,,,,,,,,,,,,,,
21405,1746882285.9002793,,,,,,,,,2041.317082896,,0.0,,,9970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21405,1746882285.9004316,,,,,,,,,2041.317148985,,,,,9975,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
21480,1746882290.2409754,,,,,,,,,2041.317324298,,,,,9989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3993600.0
21480,1746882290.2429552,,,,,,,,,2041.317568206,,,,,10009,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
21480,1746882290.2434313,,,,,,,,,2041.317602907,,,,,10012,,,,,,91.30859,,,,,,,,,,,,,,,,,,,,,,,
21555,1746882294.5836656,,,,,,,,,2041.317640908,,,,,10015,,,,,,,,,,,,,,,,,,,-3.6579704,,,,,,,,,,
21630,1746882298.9275925,,,,,,,,,2041.318304424,,,,,10069,,0.6073171,,,,,,,,,,,,,,,,,,,,,,,,,,,
21630,1746882298.9279282,,,,,,,,,2041.318342217,,,,,10072,,,,,,,,,,,,,,52.4365,,,,,,,,,,,,,,,
21705,1746882303.2708602,,,,,,,,,2041.318677037,,,,,10099,,,,,,,,,,,,,,,,,,,,,0.05738078,,,,,,,,
21780,1746882307.6120026,,,,,,,,0.0,2041.319323301,,,,,10124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21780,1746882307.6122358,,,,,,,,,2041.319460636,,,,,10131,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21780,1746882307.6122634,,,,,,,,,2041.3194806,,,,,10132,,,,,,,,,,0.12207031,,,,,,,,,,,,,,,,,,,
21780,1746882307.6127846,,,,,,,0.055725034,,2041.319629337,,,,,10135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21780,1746882307.6132245,,,,,,,,,2041.319747788,,,,,10139,,0.5570017,,,,,,,,,,,,,,,,,,,,,,,,,,,
21855,1746882311.9539177,,,,,,,,0.0,2041.320292376,,,,,10159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21855,1746882311.9550016,,,,,,,,,2041.320376456,,,,,10166,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21855,1746882311.955901,,,,,,,,,2041.32054206,,0.0,,,10180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21930,1746882316.2953296,,,,,,,,,2041.320896171,,,,,10206,,,,4915200.0,,,,,,,,,,,,,,,,,,,,,,,,,
22005,1746882320.6351197,,,,,,,,,2041.321128179,,,,,10226,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.679365,
22005,1746882320.6364038,,,,,,,,,2041.321315788,,,,,10242,,,,,,,,,,,,,,,,,2475.0,,,,,,,,,,,,
22005,1746882320.6371999,,,,,,,,,2041.321425723,,,,,10252,,,,,,,,,,,,,,,,,,,,,,,,0.39647576,,,,,
22080,1746882324.9758735,,,,,,,,,2041.321537216,,,,,10262,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,,
22080,1746882324.9759977,,,,,,,,,2041.321580852,,,,180.0,10266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22080,1746882324.9763954,,,,,,,,,2041.321634651,,,,,10271,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22230,1746882333.6581862,,,,,,,0.03455753,,2041.322735009,,,,,10345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22230,1746882333.6593912,,,,,0.5984252,,,,2041.322968555,,,,,10358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22305,1746882338.0009542,,,,0.0,,,,,2041.323820634,,,,,10391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22455,1746882346.6840951,,,,,,,,,2041.324700868,,,,,10468,,,,,,,,,,,,,,,,,,,,0.33203125,,,,,,,,,
22530,1746882351.0242143,,,,,,,,,2041.32474719,,,,,10472,,,,,,,,,,,,,,,,,,,,,,,156.0,,,,,,
22530,1746882351.0253985,,,,,,,,,2041.324878254,,,,,10484,,,,,,,,,,,,,,,,,,,,,0.029712437,,,,,,,,
22530,1746882351.0273824,,,,,,,,,2041.325098088,,,,,10503,,,,,,,,,,,,,,,,,,,,0.390625,,,,,,,,,
22605,1746882355.3670132,,,,,,,,,2041.325360025,,,,,10526,,,,,,,,,,,44.29979,,,,,,,,,,,,,,,,,,
22755,1746882364.046263,,5.0,,,,,,,2041.326007882,,,,,10583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22755,1746882364.0476336,,,,,,,,,2041.326313068,,,-0.0054052463,,10593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22755,1746882364.1553664,,,,,,,,,2041.326510625,,,,,10604,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
22830,1746882368.4951475,,,,,0.70866144,,,,2161.347796068,,,,,10639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22905,1746882372.835171,,,,,,,,,2161.348246754,,,,,10677,,,,,,,,,400.0,,,,,,,,,,,,,,,,,,,,
22980,1746882377.1722023,,5.0,,,,,,,2161.348384683,,,,,10689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23055,1746882381.5120103,,,,,,,,0.0,2161.348740499,,,,,10720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23130,1746882385.8514597,,,,,,,,,2161.34941646,,,,,10751,,,,,,,,,,,,,,,,,,,-6.8481374,,,,,,,,,,
23130,1746882385.8533587,,,,,,,,,2161.350304235,,,,,10772,,,,,,,,,,,48.370853,,,,,,,,,,,,,,,,,,
23130,1746882385.8539343,,,,,,,,,2161.350417424,,,,,10781,,,,,0.0078125,,,,,,,,,,,,,,,,,,,,,,,,
23280,1746882394.5320952,,,,,,,,,2161.350986942,,,,,10828,,,,,,,,180.0,,,,,,,,,,,,,,,,,,,,,
23280,1746882394.5321681,,,,,,,,,2161.351009149,,,,,10830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7680000.0
23355,1746882398.8736084,,,,,,,,,2161.351460789,,,,,10869,,,,,,,,,,,,,,,,0.12158203,,,,,,,,,,,,,
23355,1746882398.8736773,,,,,,,0.002560031,,2161.351483725,,,,,10871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23430,1746882403.2118719,,,,,,,,,2161.351708654,,,,,10891,,,,,,,,,,,,,,,,,,,-7.082411,,,,,,,,,,
23430,1746882403.2131472,,,,,,,,,2161.351954257,,,,,10910,,0.5840913,,,,,,,,,,,,,,,,,,,,,,,,,,,
23430,1746882403.2135863,,,,,,,,,2161.351977822,,,,,10912,,,,,,,,,,,52.79933,,,,,,,,,,,,,,,,,,
23430,1746882403.2145255,,,,,,,,,2161.352124845,,,,,10924,,,,,,,,,,,,,,,,,,,,0.3125,,,,,,,,,
